"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Cameria.s.Avarice","Corona.Solaris","Disintegrator","Dreadbeak","Dreadsurge","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Enmity.Divine","The.Rippling.Thoughts","The.Stormwall","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
64,"2017-05-05","Legacy","UniqueWeapon",0.29603,0.23397,9.35707,9.44155,9.3219,9.61121,NA,0.25328,0.33,4.17897,0.32448,11.86621,NA,0.28931,251.11345,NA,0.30414,0.40879,NA,NA,0.99897,0.11,0.22603,0.40897,0.98707,10.86121,0.90931,18.46621,0.33,0.23086,NA,0.91845,0.75828,0.24603,0.90034,16.36293,0.30983,0.22672,0.28776,0.99759,0.395,20.29672,NA,0.96276,0.32914,19.25552,0.31483,1,4.78741,0.12724,0.65759,20.12793,0.32672,0.73707,0.2681,0.32862,0.85672,0.50293,0.32017,0.19448,0.16655,0.27328,0.19552,0.12897,0.31879,0.25431,0.25207,NA,6.14983,14.85655,0.32966,1.56034,0.32397,0.33,NA,4.13293,0.22603,0.33,0.33,0.32517,0.33,0.24655,0.9819,0.61466,2.25224,0.32776,10.58586,10.78948,0.30328,1.05362,0.27914,0.32672,0.26603,0.97017,0.32793,19.89362,0.23603,0.33448,5.80259,0.92172,0.33,9.91345,0.31414,0.33,0.32879,0.74672,NA,1.38552,0.31966,0.27879,0.31879,0.32293,NA,0.29776,0.32138,0.10603,0.46534,0.6281,0.30224,0.28483,0.23931,6.24328,0.32983,1.39897,426.44707,1.02638,0.26414,0.33328,0.22655,0.33,0.31655,0.31414,0.28034,8.68483,8.77241,0.32759,0.32603,0.28776,17.83069,10,NA,0.15655,3,0.32862,1,0.30241,1,8.88517,0.33,474.09517,0.32724,0.32724,NA,0.33,0.35017,0.29914,0.23345,7.80983,1.00534,0.17448,0.83845,0.37414,11.82207,4.91897,2.06776,NA,0.325,6.76931,0.37328,0.33,0.11224,0.99569,6.58086,0.52534,NA,0.40414,9.59034,2.37655,0.19069,1,0.99879,1.99828,0.24966,0.32138,233.72966,15.68241,1,17.89052,116.43224,0.1219,0.99845,NA,NA,0.31897,0.28,0.12793,15.65724,0.24569,1.13793,0.33,1.07586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6419,NA,NA
65,"2017-05-06","Legacy","UniqueWeapon",0.32345,0.25534,9.35862,8.91655,8.92914,9.45241,NA,0.13897,0.32862,4.02293,0.33034,11.05,NA,0.28362,257.38207,NA,0.27431,0.6519,NA,NA,0.99241,0.11103,0.24362,0.36466,0.99724,9.62759,0.94638,15.91845,0.32828,0.18345,NA,0.4631,0.59931,0.25517,0.845,16.58017,0.2819,0.17224,0.29466,0.90586,0.48293,22.95483,NA,0.99741,0.32862,18.61345,0.30517,0.99914,4.97776,0.16483,0.83931,20.68776,0.26569,0.72086,0.21828,0.32862,0.61069,0.32862,0.32259,0.13259,0.1131,0.23138,0.12793,0.15276,0.31328,0.18034,0.25121,NA,5.58707,14.48793,0.32793,1.00379,0.32862,0.31966,NA,6.0069,0.17121,0.31655,0.38983,0.32862,0.33241,0.20603,0.98638,0.64276,2.43052,0.29448,11.90017,11.46707,0.29017,1,0.32086,0.30638,0.17224,0.92759,0.32759,19.99397,0.25,0.3219,6.82931,0.74638,0.32828,7.64621,0.29483,0.32052,0.26741,0.63483,NA,1.25534,0.26586,0.23534,0.32466,0.32345,NA,0.29362,0.32621,0.11034,0.39017,0.60569,0.29741,0.16103,0.19793,5.07448,0.3281,1.17983,556.24931,1.29534,0.31448,0.3231,0.31207,0.32431,0.27724,0.32655,0.30017,8.08776,9.33345,0.31155,0.31655,0.32776,17.58983,10,NA,0.21828,2.87672,0.32362,0.99707,0.325,1.1281,8.89759,0.32862,441.0069,0.31603,0.29345,NA,0.32293,0.32966,0.24948,0.24103,8.15379,1,0.23621,0.94966,0.34517,12.02293,4.96534,1.80207,NA,0.31414,7.41345,0.51931,0.32862,0.13534,0.99345,5.82603,0.86741,NA,0.48586,10.05552,1.82603,0.26207,0.99828,1,1.94345,0.27672,0.28552,243.97776,17.43414,1,25.445,128.81069,0.115,0.98759,NA,NA,0.30103,0.24086,0.22276,17.61966,0.26172,1,0.32862,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.71879,NA,NA
66,"2017-05-07","Legacy","UniqueWeapon",0.30966,0.29121,9.05776,9.16621,9.05276,9.50966,NA,0.17793,0.3269,4.88759,0.33034,12.08759,NA,0.25431,273.6331,NA,0.26103,0.42793,NA,NA,0.94983,0.14862,0.17655,0.33034,0.99828,8.93052,0.93862,18.45707,0.32897,0.22086,NA,0.67914,0.61414,0.20655,0.69138,17.3819,0.24172,0.21879,0.2719,0.74034,0.54362,21.09,NA,0.97345,0.33034,16.70776,0.27345,0.99983,4.42638,0.24621,0.76293,18.80603,0.25448,0.33034,0.22655,0.33034,0.755,0.33414,0.33034,0.1769,0.10552,0.26397,0.1281,0.11034,0.28414,0.20414,0.26552,NA,5.55517,13.73741,0.32483,1.08086,0.33034,0.32759,NA,5.69983,0.25845,0.31914,0.33328,0.33,0.33034,0.15879,0.98276,0.36966,2.175,0.31879,14.22793,10.57741,0.28914,1,0.3219,0.29638,0.24103,0.93397,0.32672,19.96448,0.2431,0.33017,7.44655,0.92069,0.33276,8.38724,0.29948,0.31879,0.25724,0.79793,NA,1.16017,0.32897,0.22121,0.31724,0.33034,NA,0.26621,0.3219,0.10948,0.33034,0.70069,0.2319,0.14517,0.21948,4.52793,0.33,1.99914,412.64155,1,0.25621,0.32224,0.26586,0.31293,0.28138,0.31724,0.29121,8.79862,10.28914,0.33034,0.32224,0.3269,17.88069,9.73362,NA,0.22845,2.87103,0.31569,0.70724,0.30776,1.17017,10.51431,0.32862,441.30362,0.32914,0.28621,NA,0.28466,0.40759,0.26621,0.21776,6.41069,0.99914,0.27,0.71776,0.41259,14.07448,5.0769,1.84534,NA,0.32224,6.92,0.43207,0.33034,0.17034,0.99466,6.29914,0.96121,NA,0.32103,10.03172,2.78586,0.19569,0.99966,0.91466,2,0.26603,0.31414,236.89776,17.61707,1,28.94914,116.77552,0.1131,0.99345,NA,NA,0.32569,0.18155,0.2981,16.26983,0.29483,1,0.34293,1.08672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1581,NA,NA
67,"2017-05-08","Legacy","UniqueWeapon",0.2922,0.2861,8.76,8.84136,8.78085,9.08254,NA,0.17847,0.33305,3.71458,0.33763,11.60542,NA,0.25,279.76458,NA,0.31153,0.52593,NA,NA,0.99475,0.11424,0.22644,0.39085,0.99864,9.28678,0.80966,17.7539,0.33763,0.20475,NA,0.51847,0.63169,0.25729,0.89441,16.88695,0.29237,0.29712,0.27864,0.91051,0.47339,21.6161,NA,0.98424,0.33678,15.68458,0.24814,1,4.84237,0.23373,0.77644,19.83458,0.28322,0.60136,0.1661,0.33763,0.67119,0.37966,0.33661,0.17661,0.10678,0.23644,0.12119,0.14271,0.33508,0.21814,0.29949,NA,6.41932,13.01305,0.33763,1,0.33932,0.33644,NA,4.70169,0.20475,0.33763,0.38424,0.33627,0.33763,0.21678,0.88881,0.65542,2.28102,0.3222,12.15831,9.97,0.3139,1,0.32661,0.32102,0.24593,0.92661,0.33729,20.80068,0.27254,0.39695,7.77051,0.95593,0.34102,6.82136,0.32102,0.30102,0.23305,0.70373,NA,1.1661,0.33763,0.22644,0.29492,0.33763,NA,0.31339,0.33763,0.11,0.36864,0.81949,0.2322,0.23373,0.14305,5.25814,0.33593,1.78169,390.39119,1,0.32339,0.33763,0.22356,0.33085,0.23712,0.32492,0.27051,9.48169,12.82237,0.33763,0.33186,0.33305,17.75983,9.43593,NA,0.21644,2.43119,0.29983,0.70746,0.33492,1,9.98712,0.33661,440.60153,0.31424,0.32915,NA,0.29102,0.35475,0.25424,0.25085,7.76712,1,0.32763,0.68644,0.63,17.46186,5.28542,1.9222,NA,0.3078,6.68492,0.4578,0.33763,0.15661,0.99492,7.40576,0.68729,NA,0.34034,9.75475,2.90254,0.23525,1,1,1.99153,0.2139,0.32237,235.04254,16.03203,0.9939,29.52661,110.19814,0.11407,0.99627,NA,NA,0.31746,0.16508,0.29305,15.32153,0.3161,1.01068,0.34271,1.64559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.29712,NA,NA
68,"2017-05-09","Legacy","UniqueWeapon",0.32379,0.28552,8.32569,8.31103,8.745,8.94586,NA,0.16431,0.33,2.80241,0.32966,10.33121,NA,0.29724,267.37362,NA,0.3069,0.70103,NA,NA,0.98534,0.12086,0.2069,0.34741,0.99931,10.13759,0.9369,18.39207,0.33,0.22724,NA,0.43103,0.9731,0.27534,0.91879,15.94966,0.235,0.185,0.25121,0.98086,0.53,22.36569,NA,0.99776,0.33,15.31897,0.26776,0.98345,4.94621,0.1531,0.8131,18.28,0.32724,0.89983,0.26983,0.33,0.79017,0.35983,0.32828,0.12793,0.12293,0.30879,0.1169,0.11,0.3281,0.16121,0.285,NA,6.42983,13.62672,0.31966,1,0.33,0.33,NA,4.64983,0.21603,0.33,0.35966,0.30793,0.32724,0.18707,0.86052,0.4631,2.62966,0.3069,12.87345,10.48569,0.24103,1,0.31776,0.23293,0.29966,0.92431,0.33431,20,0.23914,0.35638,8.80724,0.99724,0.33,10.59483,0.27741,0.32879,0.27379,0.76862,NA,1.18293,0.33,0.24052,0.32862,0.33,NA,0.32448,0.3619,0.09793,0.64172,0.38241,0.26741,0.23897,0.21914,5.27793,0.32914,1.32017,456.64448,1.38155,0.22741,0.33017,0.2019,0.32776,0.31914,0.32155,0.30121,9.92086,15.14,0.33,0.32155,0.32966,17.14741,10,NA,0.1431,1.92103,0.32517,0.92759,0.3019,1.25086,9.81448,0.33862,454.61534,0.32224,0.32138,NA,0.32672,0.35672,0.31155,0.31759,7.66603,1,0.24414,0.38103,0.67103,19.665,5.32845,2.21,NA,0.31776,6.75,0.59414,0.33,0.11034,0.99983,6.75534,0.83897,NA,0.29741,9.29862,2.51379,0.1919,1,0.9819,1.99897,0.22966,0.32776,237.42707,15.79948,1,27.94345,118.65034,0.11,1,NA,NA,0.30414,0.26138,0.30983,17.91086,0.32931,1,0.33,1.94828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.34793,NA,NA
69,"2017-05-10","Legacy","UniqueWeapon",0.32305,0.29525,8.2061,8.58492,8.83814,8.68712,NA,0.13237,0.33085,2.65898,0.32949,10.55831,NA,0.29864,268.53254,NA,0.31831,0.93525,NA,NA,1,0.11288,0.18288,0.33085,1,9.98492,0.93373,19.63186,0.25492,0.19237,NA,0.9822,0.9978,0.25678,0.84424,17.17983,0.24712,0.25593,0.29254,0.9161,0.5,20.33593,NA,1,0.32983,15.07085,0.32305,0.99797,5.1961,0.21424,0.89153,25.46169,0.33051,0.41102,0.29068,0.33034,0.76508,0.3478,0.33085,0.15271,0.11085,0.22508,0.12559,0.11,0.32712,0.17966,0.29508,NA,5.94576,17.20153,0.33085,1.00424,0.33085,0.33085,NA,4.90627,0.31593,0.33085,0.48153,0.33085,0.33085,0.22525,0.87576,0.98763,3.22559,0.3222,14.1778,13.46831,0.27695,1,0.28407,0.27983,0.24712,0.95203,0.33034,19.88966,0.23695,0.33017,9.95339,0.98424,0.33746,11.39763,0.31203,0.26881,0.24559,0.82881,NA,2.22322,0.33085,0.14305,0.33085,0.32898,NA,0.33,0.35932,0.13508,0.9622,0.53508,0.15695,0.26153,0.26441,5.9061,0.33085,1.30051,1727.84932,1.21627,0.26915,0.33119,0.14559,0.33,0.28136,0.27627,0.20373,13.12712,16.56305,0.33085,0.29814,0.32254,18.29017,9.9661,NA,0.2778,2.36237,0.31627,0.97712,0.33085,1.03508,9.0561,0.61017,469.53271,0.32424,0.32407,NA,0.33085,0.35542,0.2522,0.28085,7.5761,1,0.14661,0.71102,0.33085,19.05424,5.03932,1.99373,NA,0.31644,7.45915,0.45169,0.32932,0.11,0.98136,7.68,0.99576,NA,0.32831,10.03254,3.80661,0.12898,0.99441,0.89271,1.57678,0.22424,0.33085,240.48034,15.6622,1,30.36593,118.30475,0.11,0.99847,NA,NA,0.32424,0.27559,0.21746,18.36373,0.30153,1,0.36085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.96881,NA,NA
70,"2017-05-11","Legacy","UniqueWeapon",0.27763,0.33119,8.14847,8.17898,8.65051,8.71186,NA,0.21508,0.33153,2.68881,0.32373,9.80169,NA,0.28661,274.98627,NA,0.29254,0.59949,NA,NA,1,0.11,0.29932,0.34966,1,11.63339,1,19.68508,0.31983,0.29153,NA,0.89305,0.94949,0.16153,0.96034,18.62729,0.29017,0.27983,0.28271,0.62322,0.86881,20.14508,NA,1,0.33153,15.17119,0.31949,0.98186,5.73017,0.21983,0.83339,26.96,0.33153,0.67864,0.26424,0.32898,0.95644,0.3339,0.32729,0.16932,0.11322,0.22153,0.1661,0.16627,0.33017,0.24237,0.28373,NA,5.84119,14.12475,0.33153,1.04017,0.33305,0.33153,NA,4.92814,0.25237,0.33102,0.89356,0.32492,0.33153,0.18593,0.83305,0.85492,2.6278,0.30017,13.06288,14.83593,0.29627,0.9978,0.32576,0.31068,0.27051,0.96898,0.33,18.05203,0.31271,0.33085,9.26136,0.94102,0.33119,10.31729,0.33034,0.30373,0.24085,0.80508,NA,1.92966,0.34542,0.30068,0.3239,0.32068,NA,0.33136,0.54576,0.12102,0.73881,0.33373,0.27797,0.29322,0.12254,6.64763,0.31729,1,1642.53949,1.99,0.30305,0.33153,0.21797,0.33085,0.29017,0.32661,0.2178,12.04458,22.75271,0.34441,0.32034,0.33153,17.59237,10.0978,NA,0.27356,2.8178,0.32763,0.81475,0.33153,1.30271,10.12814,0.58983,446.33966,0.31305,0.32424,NA,0.33153,0.59373,0.29508,0.18068,7.38644,1,0.15458,0.82186,0.33153,19.52407,5,2.26661,NA,0.32983,6.96203,0.60136,0.32593,0.23119,0.9522,8.70661,0.88136,NA,0.28847,10.36678,4.01542,0.14525,0.83576,0.95153,2,0.25407,0.33102,248.80508,15.79,1,35.93136,104.07271,0.13034,0.99373,NA,NA,0.32254,0.20136,0.24136,17.93729,0.26119,1.33881,0.56797,1.49356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73153,NA,NA
71,"2017-05-12","Legacy","UniqueWeapon",0.30828,0.315,7.8269,7.95897,8.08172,8.7331,NA,0.22983,0.33466,2.7281,0.35448,9.98207,NA,0.22966,273.25379,NA,0.28569,0.48431,NA,NA,1,0.11,0.2119,0.3419,0.9981,9.47672,0.89534,20.23569,0.33466,0.29138,NA,0.41966,0.81034,0.18052,0.98655,19.68552,0.25603,0.29172,0.31017,0.9981,0.88103,20.10931,NA,1,0.33466,15.10672,0.33466,1,6.53586,0.25224,0.42966,26.3181,0.33466,0.86069,0.31362,0.33466,0.62414,0.34414,0.33466,0.27914,0.19552,0.22121,0.16241,0.21431,0.33397,0.24897,0.27345,NA,5.54034,16.11,0.33466,1.28345,0.39017,0.33466,NA,4.82707,0.30276,0.33259,0.72966,0.33362,0.35328,0.28345,0.93155,0.81207,2.38397,0.32845,13.02362,14.75672,0.31534,0.99707,0.33397,0.32138,0.17517,0.89448,0.33379,17.75138,0.145,0.33466,10.59741,0.98069,0.33448,9.69259,0.32155,0.30534,0.30241,0.52862,NA,1.42207,0.33466,0.29828,0.32879,0.33466,NA,0.32879,0.33466,0.11276,0.41207,0.35828,0.23069,0.24931,0.18259,6.91224,0.33397,1,2061.7881,1.88431,0.3069,0.4119,0.21414,0.32845,0.3069,0.3231,0.29293,14.75586,24.38948,0.34155,0.33466,0.32448,17.28224,14.65379,NA,0.225,3.02,0.32759,0.98155,0.33155,1.46086,10.00069,0.56241,431.67379,0.32379,0.29431,NA,0.33466,0.54724,0.32259,0.32638,8.50776,0.99983,0.18552,0.50431,0.33466,17.16793,5,2.14759,NA,0.33466,7.08672,0.51155,0.33466,0.25517,0.99431,9.00793,0.87517,NA,0.24603,10.74034,3.52672,0.12345,0.94759,0.99224,1.96483,0.24483,0.32362,257.13707,15.24121,1,33.46707,99.74397,0.12431,0.99793,NA,NA,0.25603,0.25552,0.21586,18.73397,0.32828,2.12724,0.78,1.78034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.44103,NA,NA
72,"2017-05-13","Legacy","UniqueWeapon",0.31797,0.25373,8.10305,8.23949,8.25169,8.89661,NA,0.17593,0.32729,3.50475,0.32644,9.94017,NA,0.19576,269.64305,NA,0.30441,0.39915,NA,NA,0.99898,0.11068,0.19695,0.35237,0.9961,9.95814,0.97339,19.41949,0.31729,0.15831,NA,0.76051,0.6139,0.20644,0.79983,20.02881,0.19814,0.23712,0.25661,0.96542,0.61271,21.07542,NA,1,0.32712,13.59068,0.32729,0.99746,5.15136,0.21949,0.56136,23.15983,0.29763,0.49915,0.32492,0.32729,0.37407,0.32729,0.32169,0.22136,0.10695,0.31746,0.1522,0.23763,0.32729,0.19712,0.28593,NA,5.15254,14.70814,0.32712,1.00119,0.32729,0.32729,NA,4.07847,0.24373,0.32729,0.93661,0.3239,0.32729,0.23203,0.87017,0.72102,2.10576,0.32356,14.62356,15.5278,0.31203,1,0.22898,0.25441,0.17593,0.88508,0.32729,18.7139,0.25898,0.32729,10.26237,0.85356,0.32712,9.31949,0.30763,0.25373,0.27559,0.73661,NA,1.39254,0.32729,0.30695,0.27475,0.32712,NA,0.32593,0.32729,0.10881,0.42508,0.74136,0.18932,0.28593,0.21237,7.33271,0.32729,1.04458,2003.68288,1.07627,0.24271,0.35864,0.30373,0.32695,0.28458,0.32576,0.22153,15.18254,25.73254,0.32508,0.32407,0.2778,16.96051,11.27034,NA,0.26,2.80407,0.32068,0.93746,0.32441,1,9.67288,0.32729,401.97814,0.30915,0.28288,NA,0.32729,0.40356,0.27288,0.28136,8.13847,0.99746,0.12407,0.49949,0.46136,14.96237,4.92831,1.69898,NA,0.32729,7.00051,0.32898,0.32729,0.17864,0.99746,8.79814,0.94407,NA,0.24136,7.79881,2.64119,0.11898,0.97559,0.99983,1.76034,0.21475,0.32322,261.9178,14.18,1,29.77339,97.84254,0.11,0.98831,NA,NA,0.17814,0.25542,0.25763,19.07644,0.31949,1.99153,0.5378,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.90559,NA,NA
73,"2017-05-14","Legacy","UniqueWeapon",0.30356,0.31763,8.29305,8.52051,8.43153,9.03847,NA,0.22763,0.32,3.21119,0.32,9.70051,NA,0.16237,262.70559,NA,0.28508,0.46881,NA,NA,0.97119,0.11,0.15949,0.40678,1,9.70898,0.92153,19.35864,0.3161,0.22458,NA,0.38237,0.99356,0.17814,0.79864,23.88237,0.2061,0.22305,0.3039,0.89254,0.46085,21.54508,NA,1,0.31814,12.17153,0.32,0.90525,6.31932,0.23085,0.43559,29.21017,0.22373,0.90593,0.24966,0.33,0.53644,0.32,0.32,0.26169,0.10661,0.31525,0.12458,0.23356,0.32,0.1961,0.22593,NA,5.60729,15.62966,0.31949,1.24339,0.32,0.32,NA,4.08525,0.16373,0.31881,0.7378,0.31339,0.32407,0.19203,0.74169,0.66627,2.37237,0.31898,15.49729,16.01458,0.28085,1,0.24339,0.27712,0.20407,0.74068,0.32,20,0.17746,0.31983,10.82593,0.76068,0.32,8.07322,0.29644,0.24746,0.26949,0.8239,NA,1.11305,0.31814,0.28847,0.31475,0.31542,NA,0.3161,0.31186,0.10864,0.47881,0.49068,0.13949,0.25051,0.23661,6.17847,0.32,1.09407,907.3239,1.05559,0.21441,0.32,0.28678,0.31661,0.25915,0.28644,0.31085,16.99085,28.86237,0.32,0.31525,0.31983,17.08593,9.9122,NA,0.18627,3.73034,0.31915,0.77102,0.30254,1.01017,9.70831,0.32,407.22814,0.31644,0.28339,NA,0.32525,0.58254,0.27627,0.14627,8.82864,1,0.21695,0.43966,0.44119,14.77763,4.87881,2.36678,NA,0.28305,6.81797,0.50186,0.32,0.16814,1,7.87763,0.8161,NA,0.33932,7.67763,3.74814,0.24203,0.95678,0.99966,1.66153,0.26136,0.27932,265.18254,15.97712,1,28.91322,97.0239,0.12356,0.98915,NA,NA,0.26305,0.29864,0.28441,19.86153,0.30508,2.79949,0.6061,1.34373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.66881,NA,NA
74,"2017-05-15","Legacy","UniqueWeapon",0.325,0.32103,8.44,8.65448,8.26966,9.0181,NA,0.29431,0.325,2.99379,0.325,10.3169,NA,0.25914,261.445,NA,0.27207,0.53121,NA,NA,1,0.13466,0.20276,0.325,1,11.35276,0.97724,21.98448,0.325,0.14862,NA,0.59328,0.83534,0.205,0.83655,31.83983,0.265,0.23845,0.31483,0.96621,0.58207,23.17776,NA,1,0.35328,13.72293,0.325,0.9981,5.31672,0.22121,0.5931,37.95,0.29879,0.74517,0.23638,0.325,0.52897,0.37397,0.325,0.17724,0.1119,0.31,0.20966,0.13828,0.32397,0.21672,0.27966,NA,6.4381,18.60241,0.32466,1.30793,0.325,0.325,NA,3.90741,0.185,0.31879,0.51655,0.325,0.325,0.16879,0.4381,0.80845,3.06052,0.31914,16.23414,18.82621,0.31845,1,0.29483,0.32207,0.215,0.91259,0.325,18.64569,0.23328,0.32741,9.98155,0.96707,0.325,8.15172,0.325,0.2419,0.26655,0.41017,NA,1.66345,0.31034,0.30569,0.31155,0.325,NA,0.325,0.325,0.10879,0.32724,0.80845,0.20241,0.28397,0.23121,5.22948,0.32155,1.01948,529.18759,0.96655,0.21931,0.325,0.15534,0.32466,0.19086,0.32362,0.31448,19.76759,26.54241,0.325,0.32483,0.325,17.1381,15.02966,NA,0.14741,4.67569,0.32431,0.52638,0.29914,1.64224,9.96655,0.325,432.37983,0.3119,0.315,NA,0.325,0.6519,0.2119,0.19103,8.85448,1.02724,0.18362,0.5931,0.325,14.99793,5,2.89345,NA,0.31517,6.64776,0.47828,0.325,0.11052,1,8.50793,0.60172,NA,0.30966,8.58741,3.51276,0.325,1,0.98034,1.96483,0.20534,0.225,283.31759,19.64086,1,31.03483,98.71534,0.11,0.98362,NA,NA,0.23052,0.16448,0.28931,19.86897,0.31948,3.96845,0.66793,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.25517,NA,NA
