"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Cameria.s.Avarice","Corona.Solaris","Disintegrator","Dreadbeak","Dreadsurge","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Enmity.Divine","The.Rippling.Thoughts","The.Stormwall","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
12,"2017-12-19","Abyss","UniqueWeapon",0.31759,0.3631,4.60914,4.53828,4.05207,4.87207,0.90948,0.32103,0.32103,1.93414,0.98759,1,46.80983,0.3031,529.26517,2,0.32034,0.39862,0.98672,29.73086,0.32103,0.19845,0.26293,1.37103,0.99897,89.4731,1.89966,542.35138,0.58914,0.31862,0.32069,0.92052,0.91741,0.32103,0.32103,7.33379,0.30603,0.32,0.29776,1,20.37741,10.90638,0.32086,1.06569,30.08138,13.12897,0.75328,0.98155,27.92466,0.31897,0.89638,17.62414,0.99776,0.95672,0.32103,2.37276,0.32103,0.32103,0.32052,0.32103,0.19466,0.32,0.31759,0.32103,0.32103,0.31431,0.25621,0.98931,1.95448,25.65259,0.32103,1.05069,0.98672,0.32103,1,2.4231,0.29086,0.36517,0.99707,0.31966,0.32103,0.22638,0.82207,0.36121,74.57621,0.32086,61.36741,46.97276,0.34621,0.32241,0.32103,0.31345,0.30483,0.94207,0.32103,0.47052,0.29517,0.33241,2.54483,0.44448,0.32103,1.18914,0.32103,0.32103,0.31776,0.75103,1,5.65069,0.32103,0.24724,0.31879,0.31603,0,0.98,0.32776,0.24966,1.91017,0.97707,0.35741,0.31379,0.30414,5.02172,0.32103,0.99724,1,1.02276,0.32103,0.4231,0.31207,0.32103,0.32103,0.32103,0.32103,1180.43224,1144.75034,0.32103,0.31897,0.34724,18.29155,5.95276,4.53845,0.26414,2.0431,0.31569,0.98172,0.32103,0.99259,44.83259,0.55707,532.49828,0.32103,0.32069,0.30017,0.75345,0.45362,0.32034,0.24362,6.94155,0.32103,0.31552,1,0.32069,5.1931,6.63724,11.35034,49.08345,0.32086,92.88034,0.86379,0.32103,0.29138,0.9969,9.25069,0.98586,1,0.32052,9.67362,8.26276,26.76517,4.85517,0.99845,26.18241,0.3119,0.32103,649.63158,243.94214,1.62741,446.92638,40.3369,0.23724,0.32103,3.61879,0.32103,0.32103,0.30259,0.30586,86.41103,0.32103,0.84828,0.57983,5.02138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss","UniqueWeapon",0.31175,0.3286,4.97088,4.90825,4.63667,4.98316,0.95298,0.32632,0.33614,1.97614,0.93702,1.40526,116.85702,0.30351,608.0693,1.9993,0.32246,0.36404,0.9293,69.65211,0.32702,0.19825,0.25211,1.42,1,87.68368,1.94439,520.98193,0.78667,0.32684,0.32702,0.95105,0.9693,0.32702,0.32702,8.25596,0.31579,0.31895,0.2986,0.98561,21.99912,12.01667,0.31491,1.04877,29.22807,14.30474,0.88316,1,24.96702,0.30947,0.96123,17.14439,0.99965,0.97702,0.32702,1.98526,0.32614,0.32702,0.32702,0.32281,0.16088,0.32526,0.30351,0.32386,0.32667,0.32702,0.23544,1,1.79825,20.3793,0.32702,0.96667,0.98614,0.32684,1,2.08842,0.25088,0.33579,0.99825,0.32684,0.32684,0.26228,0.93439,0.45281,77.57386,0.32702,49.23842,50.63053,0.34982,0.36596,0.32509,0.32684,0.29544,0.93193,0.32702,0.45491,0.23807,0.32684,2.58965,0.45684,0.32702,1.80789,0.32579,0.32702,0.29035,0.43912,1,4.58351,0.32702,0.3093,0.32702,0.32614,0,0.96018,0.33684,0.2914,2.00088,0.9293,0.48053,0.29754,0.31912,6.3414,0.32702,0.99982,1,0.99737,0.32158,0.45175,0.30316,0.32702,0.32702,0.32702,0.32649,1303.26439,1144.02614,0.32702,0.32561,0.32807,14.64544,6.58386,4.32614,0.23544,2.84404,0.32298,0.98684,0.32702,1,36.45333,0.77825,577.56298,0.32702,0.32632,0.30439,0.49035,0.5407,0.32702,0.26175,6.92088,0.3293,0.32632,1,0.32702,5.17123,7.37491,8.53211,50.06211,0.32702,87.30351,0.85579,0.32614,0.27298,0.98474,10.12649,0.97439,0.99614,0.32544,7.81526,6.93632,25.16965,3.90368,0.99965,28.70702,0.31281,0.32386,581.82353,181.04614,1.99719,360.44281,37.98421,0.24158,0.35228,3.18632,0.32702,0.32702,0.30246,0.31719,87.85421,0.32702,0.98088,0.60982,4.81772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss","UniqueWeapon",0.33053,0.35105,5.09649,4.97544,4.99246,5.11439,0.78105,0.3393,0.33947,1.65263,0.82035,1.13877,98.87456,0.26579,626.97491,1.9493,0.3286,0.39702,0.99105,81.32316,0.33947,0.20632,0.31912,1.19632,1,96.63018,1.79684,545.56895,0.63018,0.33316,0.33947,0.94316,0.9993,0.33754,0.33912,8.07351,0.33,0.33702,0.31211,0.99982,20.47018,11.90737,0.33895,1,23.21632,14.62772,0.72281,0.99807,25.40175,0.32193,0.99368,16.02649,0.99982,0.96807,0.33053,1.99368,0.33947,0.33947,0.33789,0.33789,0.15246,0.33947,0.32333,0.33947,0.33789,0.33035,0.22825,1,1.78684,15.36474,0.33947,0.96281,0.9986,0.33947,1,2.36719,0.2293,0.35298,0.99965,0.33719,0.34754,0.21667,0.95842,0.33947,71.19807,0.33947,40.35158,61.39123,0.37316,0.46298,0.33912,0.33737,0.27035,0.98246,0.33947,0.48509,0.32474,0.33947,2.08368,0.37754,0.33947,1.88965,0.33947,0.33947,0.31228,0.61491,1,3.74018,0.33439,0.31702,0.33947,0.33947,9466.48523,0.93333,0.34667,0.24175,2.43965,0.99439,0.41123,0.31649,0.31947,5.84193,0.33947,1,1,1,0.33947,0.69351,0.33351,0.33947,0.33947,0.33947,0.33947,1052.91877,1047.80825,0.3414,0.33544,0.33947,13.12825,4.41965,3.17632,0.30421,2.68842,0.33772,0.98807,0.3493,1,30.30105,0.81544,565.7607,0.33947,0.33947,0.32263,0.44404,0.69895,0.33947,0.24719,6.73053,0.34228,0.33456,1,0.33947,5.73526,7.25175,9.96246,54.95509,0.33754,80.76351,0.78526,0.31316,0.30544,1,10.67053,0.98684,0.99298,0.33947,7.95175,6.20509,25.50877,4.21474,1,21.56561,0.30895,0.33947,814.62407,98.90789,1.89246,232.46281,37.80035,0.27053,0.33947,2.97982,0.33947,0.33789,0.3193,0.33719,98.83386,0.33947,0.99912,0.83316,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss","UniqueWeapon",0.32246,0.35158,5.15842,4.97842,4.92351,5.06018,0.98018,0.35158,0.35193,1.06632,0.64719,1.4886,93.06386,0.34035,616.21789,2,0.34474,0.36123,0.87368,72.98684,0.35158,0.28123,0.30281,1.09281,0.9986,92.73702,1.71316,573.47614,0.59368,0.33281,0.35158,0.92175,1,0.34579,0.35158,7.34632,0.32825,0.34702,0.27526,0.99193,23.91667,12.29211,0.32947,1,22.98561,13.38842,0.61053,0.99965,25.30175,0.31386,0.98105,15.6986,0.99982,0.99386,0.31702,1.85123,0.35158,0.35158,0.35158,0.34544,0.22368,0.35158,0.34175,0.35158,0.34982,0.35123,0.2686,1,1.73175,13.20895,0.35158,1,1,0.35158,1,1.99211,0.2914,0.35158,0.99333,0.34807,0.35982,0.25246,0.96228,0.35158,60.40789,0.35175,40.47895,59.95491,0.35316,0.40772,0.35088,0.34526,0.33596,0.83368,0.35158,0.46614,0.29579,0.35158,2,0.47175,0.35158,1.47596,0.35158,0.35158,0.30825,0.35807,0.99281,3.0486,0.35158,0.27474,0.35158,0.35158,122.36579,0.83667,0.35228,0.27842,2.2,0.91123,0.40105,0.34386,0.33298,5.4007,0.35158,1,1,1,0.34772,0.52842,0.31649,0.35035,0.34947,0.35,0.35158,699.9507,1132.74053,0.35158,0.33842,0.35158,11.79912,3.97526,2.18088,0.27737,2.95018,0.34351,0.82158,0.35281,1,28.0186,0.40333,577.91579,0.35158,0.3493,0.31807,0.43772,0.57789,0.35158,0.22684,7.21298,0.35158,0.3507,1,0.35158,5.83596,7.66105,9.45175,48.99807,0.35158,74.01193,0.77123,0.35158,0.33105,1,10.95544,0.99474,0.97877,0.35158,6.79789,5.07912,24.64596,4.12333,1,16.69632,0.32333,0.3486,700.02088,86.94789,1.74579,177.96368,38.38404,0.22474,0.35158,2.73053,0.35158,0.3514,0.33965,0.34982,102.07526,0.35158,0.99825,0.50544,4.99088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss","UniqueWeapon",0.34947,0.37316,5.48105,4.97228,4.92,5.49123,0.82491,0.35877,0.36,1.04772,0.54404,1.1314,107.52982,0.30825,699.6786,1.99281,0.35947,0.35895,0.95368,89.51807,0.36,0.2814,0.22947,1.22456,1,92.83702,1.36053,647.97158,0.51561,0.32684,0.36,0.91596,0.94018,0.36,0.36,7.00158,0.2493,0.35754,0.34842,0.99842,21.34386,13.39456,0.35544,1,27.0886,14.02772,0.71684,0.99947,21.7886,0.34351,0.90211,15.61789,0.99947,0.94912,0.31246,1.74982,0.36,0.36,0.35982,0.35965,0.20386,0.36,0.35263,0.36,0.36,0.36,0.27684,0.99982,1.41123,9.99965,0.36,1,0.99947,0.35737,1,2.17158,0.23596,0.36,0.99965,0.35737,0.36,0.30333,0.88561,0.36632,50.3314,0.36,39.59316,61.14702,0.36053,0.51737,0.35982,0.35105,0.32807,0.90421,0.36,0.39491,0.31702,0.36,2,0.5286,0.36,1.22035,0.36,0.36,0.31386,0.37509,1,2.80281,0.36,0.35719,0.36,0.35877,46.70088,0.88772,0.36,0.27263,1.58298,0.98474,0.3614,0.30579,0.34702,4.49649,0.36,1,1,0.99912,0.25035,0.37018,0.31474,0.36,0.35491,0.35947,0.35965,631.32298,965.04684,0.36,0.35298,0.36,9.84123,4.28123,1.84754,0.22614,2.66982,0.35754,0.90263,0.36,1,27.98947,0.36211,577.54474,0.36,0.35842,0.30281,0.45053,0.61386,0.36,0.18246,7.53175,0.36,0.36,1,0.36,5.46088,7.84228,8.34649,42.83579,0.36,70.68772,0.65193,0.36,0.27526,1,11.36614,0.98561,0.92965,0.36,5.32807,4.50526,23.61018,3.65035,0.99982,9.76263,0.34825,0.34421,667.52702,72.00246,1.99175,264.41,36.55456,0.24088,0.36,2.6114,0.35947,0.36,0.29632,0.35702,104.71702,0.36,1,0.95351,4.54386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss","UniqueWeapon",0.30983,0.35138,5.8381,5.00121,4.98931,5.55931,0.90603,0.35069,0.35138,1,0.39862,1.80414,111.71241,0.25103,789.0469,1.96845,0.34672,0.35138,1,92.08793,0.35138,0.28483,0.23017,1,1,91.00431,1.24828,613.16397,0.44672,0.29655,0.35052,0.96931,0.97741,0.35138,0.35138,7.96828,0.30379,0.33983,0.30517,0.99534,20.97328,14.81276,0.34362,1,24.90707,13.70672,0.65155,0.99931,19.14966,0.3481,0.55897,16.14655,0.99966,0.98483,0.31017,1.83845,0.35138,0.35138,0.34948,0.34034,0.21448,0.35138,0.3281,0.34828,0.35138,0.35138,0.19483,1,1.19276,9.67966,0.35138,1,0.99534,0.35138,1,2.19121,0.27931,0.37,0.93328,0.33793,0.35103,0.31362,0.74155,0.35138,50.10052,0.35138,34.95172,57.87241,0.35138,0.36603,0.34569,0.34052,0.26552,0.8019,0.35086,0.42362,0.3269,0.35138,1.98638,0.46534,0.35017,1,0.35138,0.35138,0.29448,0.35741,1,2.76276,0.35138,0.32483,0.35138,0.35138,66.56017,0.755,0.35276,0.2569,1.84121,0.83431,0.35741,0.34155,0.32914,3.95966,0.35138,0.91431,1,0.99776,0.28586,0.37069,0.31345,0.35034,0.34966,0.35034,0.34224,671.78603,1240.95569,0.34914,0.35121,0.35138,10.15138,3.99552,1.42069,0.29172,2.62741,0.35017,0.88207,0.35138,1,25.41121,0.73793,607.99759,0.34931,0.35138,0.34121,0.3619,0.65276,0.35138,0.28793,7.80379,0.35138,0.34517,1,0.35138,5.08052,7.47569,8.95638,39.05983,0.35138,69.58741,0.46948,0.35138,0.21759,0.99707,10.5869,0.84552,0.98483,0.35034,6.53103,4.28328,23.4581,3.94362,1,6.10431,0.34552,0.33603,683.9736,52.8919,1.97828,676.97224,36.10172,0.20414,0.35138,2.29776,0.35138,0.35138,0.33017,0.34552,119.10379,0.35138,1,0.97966,4.11414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss","UniqueWeapon",0.33965,0.34982,5.54439,4.9193,4.99333,5.58105,0.78947,0.34912,0.34982,1,0.54509,1.42614,110.39649,0.28368,815.66632,1.96053,0.34912,0.34982,0.93018,90.47193,0.34982,0.19105,0.15561,1.00088,1,91.28825,1.42351,531.51649,0.40596,0.31439,0.34965,1,0.97947,0.34982,0.34982,8.10193,0.26596,0.34105,0.28982,0.99772,20.28491,13.79456,0.34491,1,25.7514,13.90667,0.51719,1,17.25772,0.34368,0.55684,14.61456,0.9786,0.95807,0.32561,1.14719,0.34982,0.34982,0.34842,0.34035,0.14719,0.34982,0.3186,0.34404,0.34982,0.34667,0.22632,1,1.59018,8.30614,0.34982,1,0.99281,0.34982,1,2.06386,0.22544,0.35474,0.99842,0.34298,0.34982,0.20526,0.39193,0.34982,49.10807,0.34982,35.44772,47.90789,0.36053,0.35053,0.34842,0.34719,0.28526,0.91895,0.34982,0.44228,0.2807,0.34544,1.45912,0.63281,0.34807,1.03456,0.34982,0.34982,0.29456,0.34982,1,2.35333,0.34965,0.26649,0.34982,0.34982,60.26386,0.60614,0.34982,0.17316,2.02386,0.92123,0.34982,0.2886,0.31456,3.87737,0.34982,1,1,1,0.31368,0.3886,0.31439,0.34719,0.34895,0.3493,0.34491,839.84965,1260.74667,0.34982,0.34895,0.34982,10.54228,3.38298,1.48667,0.24404,3,0.34947,0.93368,0.34982,1,23.90123,0.98123,616.82561,0.34965,0.34579,0.26491,0.43246,0.78544,0.34982,0.2493,7.70982,0.34982,0.34982,1,0.34982,5.4286,7.36316,8.59684,36.03702,0.34526,60.2414,0.65632,0.34982,0.30333,0.99895,10.39281,0.97561,0.90123,0.34895,6.34281,3.79561,27.71825,3.97579,0.99579,5.91807,0.29737,0.34491,702.9274,46.40088,1.69754,712.83947,34.77298,0.22807,0.34982,2.90421,0.34947,0.34719,0.31579,0.34877,124.32474,0.34982,1,0.96386,3.39649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss","UniqueWeapon",0.35224,0.35638,5.44741,4.98328,5.07345,5.05448,0.91259,0.35466,0.35638,1,0.37586,1.93362,113.79569,0.26052,769.69224,1.63517,0.35638,0.35638,0.96466,85.045,0.35621,0.1881,0.23552,1.80948,1,84.74276,1.2669,421.87121,0.37897,0.32466,0.35259,0.99,0.95655,0.35638,0.35638,9.02534,0.25138,0.34448,0.33086,0.99069,21.43276,14.79621,0.35448,0.99724,28.03569,13.79517,0.54759,0.98724,16.48259,0.34069,0.78259,14.92448,1,0.93879,0.28466,1.00103,0.35638,0.35638,0.35638,0.32828,0.16207,0.35621,0.28448,0.35638,0.35638,0.35017,0.26517,0.99966,1.29931,7.70086,0.35638,1,0.99914,0.35638,1,2.68638,0.25293,0.35638,0.99862,0.35086,0.35638,0.23793,0.3819,0.35638,39.32621,0.35569,32.27069,44.83983,0.35638,0.39448,0.35586,0.35483,0.2519,0.87931,0.35621,0.41224,0.30776,0.34293,1.59379,0.6531,0.35534,1.20483,0.3531,0.35638,0.28897,0.35638,1,2.37845,0.35638,0.31034,0.35638,0.34897,69.13931,0.76431,0.35638,0.15845,1.9319,0.87948,0.35638,0.3219,0.29086,4.52362,0.35638,0.99966,0.99983,1,0.32879,0.38121,0.25948,0.3481,0.35328,0.35397,0.35638,998.58569,1275.29086,0.35638,0.34759,0.35638,12.07707,3.27552,1.02776,0.26586,2.77276,0.35638,0.97517,0.37793,1,23.29241,0.98103,584.91207,0.35638,0.35086,0.30793,0.45776,0.43638,0.35586,0.27448,7.10414,0.35638,0.34328,1,0.35638,5,6.93172,7.73759,37.5969,0.35586,53.735,0.5281,0.35638,0.2681,0.90483,10.20362,0.99707,0.985,0.35103,4.80879,3.37724,24.725,4.03,0.9919,4.84672,0.31052,0.35603,697.25941,39.85724,1.04741,672.62534,34.28517,0.13552,0.35638,2.97207,0.35638,0.35638,0.30931,0.34121,113.29586,0.35638,1,0.97362,3.15569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss","UniqueWeapon",0.34947,0.37211,5.19053,4.97333,4.94982,5.01,0.83544,0.3714,0.37211,1,0.38123,1.94912,109.25018,0.2293,747.18825,1.04193,0.37211,0.37211,0.94105,84.30018,0.37211,0.20035,0.23421,2.10684,1,88.01737,1.24421,404.49386,0.44211,0.31982,0.35684,0.99509,0.98807,0.37,0.37211,8.65754,0.28386,0.36825,0.35684,0.98474,21.19825,14.6986,0.34982,0.98544,29.4314,12.46912,0.40509,0.99754,13.82316,0.36702,0.86228,14.91526,0.98368,0.94158,0.35842,1,0.37211,0.37088,0.37211,0.32772,0.15684,0.37211,0.33088,0.35754,0.37211,0.35281,0.24965,1.0014,1.37596,6.88088,0.37211,1,0.96772,0.37211,1,2.87526,0.18789,0.37368,0.86404,0.35474,0.37211,0.2414,0.47825,0.37211,36.57772,0.37158,28.12526,45.68333,0.37211,0.37947,0.37088,0.32421,0.24175,0.85579,0.37211,0.42281,0.29439,0.37211,1.49737,0.56947,0.37211,1.79614,0.37211,0.37211,0.32088,0.37211,1,2.20842,0.37211,0.33754,0.37211,0.3714,67.98333,0.89368,0.37211,0.13754,1.87105,0.7993,0.37211,0.34491,0.30491,4.78544,0.37211,0.99982,0.96772,1,0.25281,0.37246,0.3,0.37211,0.36614,0.36895,0.37088,1492.16228,1191.89351,0.37211,0.36772,0.37211,10.34246,3.04175,1,0.27211,2.1293,0.37193,0.92947,0.37211,1,21.78684,0.99421,535.27246,0.37193,0.37211,0.30193,0.48123,0.43737,0.37211,0.25175,7.69088,0.37211,0.34263,0.99982,0.37211,5.04281,7.22789,6.63474,40.82368,0.37088,51.26789,0.61246,0.37211,0.28053,0.99965,11.3007,0.95298,0.8686,0.36228,4.41211,3.26491,27.50053,4.48368,1,3.86544,0.32088,0.34,659.67027,37.65509,1.94298,586.42579,31.13316,0.19404,0.37211,2.03333,0.37211,0.37123,0.32825,0.27421,110.82298,0.37211,1,0.65439,2.8493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2017-12-28","Abyss","UniqueWeapon",0.34298,0.39456,5.02,4.98491,4.90351,5.09684,0.75912,0.39158,0.39737,1,0.45228,1.80211,97.99667,0.25298,794.01404,1,0.39193,0.39702,0.87456,78.02895,0.39737,0.22772,0.2586,2.11018,1,85.09965,1.36053,442.48667,0.42807,0.32386,0.3907,1,0.99351,0.39456,0.39737,7.61474,0.17754,0.38877,0.36088,0.95684,22.35175,14.78544,0.39702,0.98842,25.00965,11.54105,0.69053,0.95561,13.12053,0.33018,0.87035,15.92,0.99351,0.95561,0.39246,1,0.39737,0.39737,0.39561,0.39719,0.21,0.39737,0.37123,0.39474,0.39737,0.38789,0.23632,1.17456,1.06351,6.36579,0.39737,0.9993,0.95667,0.39737,1,2.45807,0.1714,0.39737,0.98965,0.39544,0.39737,0.29421,0.66316,0.39877,38.86035,0.39667,28.44281,43.68211,0.39737,0.48,0.39737,0.39456,0.2886,0.84789,0.39737,0.45263,0.36807,0.39684,1.23719,0.48719,0.39737,1.3986,0.39737,0.39737,0.37439,0.39737,0.99702,2.01158,0.39737,0.35105,0.39737,0.39702,53.34123,0.94667,0.39737,0.21193,1.85368,0.75719,0.39737,0.30982,0.29684,3.96456,0.39737,1,1,1,0.33421,0.39737,0.3007,0.39737,0.39579,0.39579,0.39368,1959.18509,1140.25333,0.39737,0.38807,0.39737,9.61877,3.59175,1,0.19491,2.00789,0.37947,0.8686,0.39737,1,19.64421,0.99404,532.72544,0.39737,0.39596,0.28456,0.46509,0.47842,0.39737,0.18526,7.73404,0.39737,0.38649,0.99807,0.39737,5.34316,7.98404,5.0307,50.90561,0.39456,42.61825,0.62632,0.39737,0.27947,0.98895,11.18965,0.95105,0.7514,0.39526,4.13158,3.28246,29.66772,3.78754,0.99386,4.09228,0.36789,0.33561,891.62441,38.48474,1.9986,527.4993,27.12684,0.25263,0.39737,2.06509,0.38947,0.39018,0.29912,0.32877,119.44632,0.39737,0.99263,0.93,2.7386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
