"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
58,"2016-11-04","Essence","Currency",0.84272,0.01136,0.02321,0.42885,NA,NA,NA,NA,NA,0.34327,0.08127,13.99959,73.81897,1,0.14772,0.1,1.9099,4,NA,4.91206,0.28452,0.0568,NA,0.0218,0.19091,0.41264,1.49979,0.75108,0.01429,0.01147,0.86806,0.00394,0.17892,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01395,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2016-11-05","Essence","Currency",0.80025,0.00978,0.02352,0.41426,NA,NA,NA,NA,NA,0.33658,0.08213,13.97573,73.52439,1,0.14518,0.09997,2,4,NA,4.39683,0.27826,0.05566,NA,0.02148,0.19334,0.40903,1.5,0.75434,0.01429,0.01161,0.83333,0.00397,0.17772,1.29731,NA,NA,NA,NA,NA,NA,NA,NA,0.01399,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2016-11-06","Essence","Currency",0.79551,0.00973,0.02246,0.4,NA,NA,NA,NA,NA,0.33333,0.0832,13.9974,73.15532,1,0.1415,0.1,1.94949,4,NA,4.71929,0.27689,0.05625,NA,0.02233,0.19591,0.40814,1.49507,0.77172,0.01432,0.01287,0.83408,0.00392,0.17433,1.29989,NA,NA,NA,NA,NA,NA,NA,NA,0.01361,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2016-11-07","Essence","Currency",0.75733,0.01364,0.02427,0.40047,NA,NA,NA,NA,NA,0.33333,0.08332,13.69373,72.9847,1,0.14245,0.1,1.8728,4,NA,4.99515,0.27265,0.05578,NA,0.0235,0.19561,0.40807,1.4658,0.78519,0.01493,0.01481,0.83756,0.004,0.17144,1.29997,NA,NA,NA,NA,NA,NA,NA,NA,0.01319,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2016-11-08","Essence","Currency",0.74736,0.0178,0.02482,0.40806,NA,NA,NA,NA,NA,0.33449,0.08333,13.94811,72.13142,1,0.14327,0.1,1.86105,4,NA,4.8044,0.27313,0.05833,NA,0.02299,0.19905,0.40945,1.48244,0.82884,0.0148,0.01527,0.86536,0.00405,0.16771,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01334,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2016-11-09","Essence","Currency",0.75131,0.01608,0.02861,0.41412,NA,NA,NA,NA,NA,0.34049,0.08394,13.93545,71.99355,1.01436,0.15262,0.1,1.81453,4,NA,4.8293,0.28047,0.05883,NA,0.02402,0.20033,0.41224,1.5,0.8312,0.01571,0.01313,0.98942,0.00409,0.1669,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01329,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2016-11-10","Essence","Currency",0.73475,0.01454,0.02615,0.42075,NA,NA,NA,NA,NA,0.34474,0.08885,14.27988,71.75778,1.08917,0.14575,0.1,1.82515,4,NA,4.92844,0.28495,0.05885,NA,0.02286,0.2,0.42079,1.5,0.81418,0.0143,0.01282,1,0.00441,0.16667,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01319,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2016-11-11","Essence","Currency",0.73848,0.01817,0.02675,0.39565,NA,NA,NA,NA,NA,0.34483,0.09153,14.75281,70.52875,1.08153,0.15115,0.10075,1.86854,4,NA,4.46305,0.30444,0.05882,NA,0.03241,0.2,0.43361,1.5,0.82702,0.01684,0.01387,1,0.00411,0.16563,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01318,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2016-11-12","Essence","Currency",0.72392,0.01538,0.02657,0.3848,NA,NA,NA,NA,NA,0.35434,0.09385,14.96366,69.69598,1.09951,0.14561,0.10918,1.9164,4,NA,4.00693,0.30131,0.05882,NA,0.02691,0.2,0.43312,1.5,0.82666,0.0169,0.01555,0.98783,0.0043,0.17226,1.30078,NA,NA,NA,NA,NA,NA,NA,NA,0.01328,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2016-11-13","Essence","Currency",0.79121,0.01406,0.02736,0.38231,NA,NA,NA,NA,NA,0.36942,0.09333,14.99361,68.5474,1.09625,0.14647,0.1096,1.91912,4,NA,4.01976,0.29412,0.05882,NA,0.02955,0.20335,0.43478,1.60542,0.82161,0.01659,0.01498,0.94639,0.00454,0.18,1.36521,NA,NA,NA,NA,NA,NA,NA,NA,0.01327,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2016-11-14","Essence","Currency",0.77226,0.01658,0.03752,0.37798,NA,NA,NA,NA,NA,0.38107,0.09198,14.95273,68.00455,1.0995,0.15508,0.10492,1.97383,4,NA,4.46736,0.29384,0.05928,NA,0.02805,0.21554,0.43413,1.64032,0.83191,0.01431,0.01223,0.90909,0.00467,0.18737,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01323,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2016-11-15","Essence","Currency",0.78772,0.01655,0.04124,0.37771,NA,NA,NA,NA,NA,0.3841,0.09057,14.94556,68.73591,1.07187,0.15252,0.10546,1.9759,4,NA,4.32133,0.29876,0.05892,NA,0.02558,0.21374,0.42759,1.65339,0.8255,0.0147,0.01238,0.91702,0.00417,0.19248,1.39738,NA,NA,NA,NA,NA,NA,NA,NA,0.01323,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2016-11-16","Essence","Currency",0.72567,0.01591,0.02591,0.38079,NA,NA,NA,NA,NA,0.38378,0.08983,14.94274,69.01935,1.01753,0.14942,0.10869,1.92557,4,NA,4,0.29297,0.05883,NA,0.02621,0.20051,0.43212,1.59053,0.80421,0.01512,0.01497,0.91189,0.0044,0.19242,1.36474,NA,NA,NA,NA,NA,NA,NA,NA,0.01317,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2016-11-17","Essence","Currency",0.73416,0.01579,0.02174,0.37681,NA,NA,NA,NA,NA,0.38215,0.08924,14.96175,68.93825,1.03138,0.14944,0.10947,1.89468,4,NA,4,0.29533,0.05961,NA,0.0275,0.21023,0.43317,1.6,0.8162,0.0154,0.01537,0.90909,0.00425,0.18746,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01261,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2016-11-18","Essence","Currency",0.72682,0.01608,0.02121,0.38384,NA,NA,NA,NA,NA,0.38076,0.09165,15,68.24958,1.08459,0.14578,0.11109,1.80575,3.998,NA,4,0.29738,0.06038,NA,0.02806,0.21359,0.43321,1.62889,0.82266,0.01583,0.01603,0.90923,0.00414,0.19214,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01252,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2016-11-19","Essence","Currency",0.67327,0.01576,0.03158,0.38448,NA,NA,NA,NA,NA,0.38373,0.09625,15.34667,67.10104,1.27995,0.12335,0.10996,1.87389,4,NA,4,0.30079,0.0614,NA,0.0235,0.21338,0.43129,1.84299,0.8455,0.01434,0.01659,0.97118,0.00403,0.19231,1.39758,NA,NA,NA,NA,NA,NA,NA,NA,0.01218,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2016-11-20","Essence","Currency",0.67004,0.01681,0.04473,0.39652,NA,NA,NA,NA,NA,0.38481,0.09963,15.84098,66.32874,1.32213,0.14137,0.1108,1.80352,4,NA,4,0.29335,0.06173,NA,0.02447,0.20877,0.43468,1.89361,0.83333,0.01567,0.01582,1,0.00484,0.19234,1.39893,NA,NA,NA,NA,NA,NA,NA,NA,0.01274,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2016-11-21","Essence","Currency",0.66667,0.01524,0.02958,0.39858,NA,NA,NA,NA,NA,0.38481,0.09999,15.1615,65.29069,1.2739,0.14466,0.10997,1.7964,4,NA,4,0.28703,0.06647,NA,0.02325,0.20644,0.43579,1.89916,0.88194,0.015,0.01351,0.98919,0.0048,0.18541,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01164,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2016-11-22","Essence","Currency",0.66667,0.01265,0.03451,0.38093,NA,NA,NA,NA,NA,0.38462,0.1035,15.89508,65,1.26825,0.14285,0.11026,1.80224,4,NA,4,0.28176,0.06668,NA,0.02477,0.20944,0.43478,1.89876,0.91858,0.01416,0.0137,0.98148,0.00473,0.18583,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01149,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2016-11-23","Essence","Currency",0.75787,0.01269,0.03735,0.386,NA,NA,NA,NA,NA,0.38434,0.11018,16.21123,64.97231,1.27722,0.14381,0.10613,1.8168,3.9986,NA,4,0.28379,0.06694,NA,0.02453,0.20744,0.43514,1.86988,0.91233,0.01483,0.01627,0.9693,0.00484,0.17884,1.39842,NA,NA,NA,NA,NA,NA,NA,NA,0.01213,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2016-11-24","Essence","Currency",0.70406,0.0125,0.03817,0.38066,NA,NA,NA,NA,NA,0.37798,0.10898,15.96684,63.85123,1.22784,0.14282,0.10708,1.82182,3.97582,NA,4,0.28424,0.07171,NA,0.02237,0.21399,0.44267,1.88861,0.91838,0.01414,0.01507,1,0.00442,0.17843,1.38706,NA,NA,NA,NA,NA,NA,NA,NA,0.01269,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2016-11-25","Essence","Currency",0.65907,0.0125,0.03054,0.37362,NA,NA,NA,NA,NA,0.37039,0.10656,16.45193,63.25719,1.26488,0.13614,0.1064,1.85754,3.99448,NA,4,0.28729,0.07104,NA,0.02151,0.21452,0.45455,1.83115,0.91182,0.0153,0.01404,0.99557,0.00449,0.17117,1.39187,NA,NA,NA,NA,NA,NA,NA,NA,0.01277,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2016-11-26","Essence","Currency",0.74268,0.01248,0.02432,0.3772,NA,NA,NA,NA,NA,0.37589,0.10141,16.02614,64,1.21867,0.13217,0.10506,1.8416,3.99088,NA,4,0.28553,0.06935,NA,0.02227,0.2075,0.45515,1.79842,0.85942,0.01447,0.01372,0.99973,0.00415,0.16675,1.37217,NA,NA,NA,NA,NA,NA,NA,NA,0.01358,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2016-11-27","Essence","Currency",0.66849,0.013,0.02466,0.36959,NA,NA,NA,NA,NA,0.38192,0.0994,15.08783,64.94583,1.19392,0.1538,0.10682,1.87414,3.99505,NA,4,0.2876,0.06685,NA,0.02441,0.20184,0.4583,1.79205,0.82735,0.01561,0.01288,1,0.00471,0.16925,1.33551,NA,NA,NA,NA,NA,NA,NA,NA,0.01312,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"2016-11-28","Essence","Currency",0.62148,0.01183,0.025,0.36772,NA,NA,NA,NA,NA,0.37879,0.09881,16.10385,67.30846,1.33769,0.1411,0.10577,1.93352,4,NA,4,0.28764,0.06952,NA,0.02475,0.2,0.45425,1.75589,0.83292,0.0143,0.01086,1.00294,0.00453,0.18236,1.37328,NA,NA,NA,NA,NA,NA,NA,NA,0.01135,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2017-08-04","Harbinger","Currency",0,0.55833,0.65714,0,0,0,0,0,0,0,0.2901,0,0,3.3,1,1,0,0,0,0,0.82857,0.2,0,0.35833,0.9,0.525,1.07143,1,0.43036,0,1.56667,0,1,2.45,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2017-08-05","Harbinger","Currency",1.00811,0.11859,0.1718,1,0,0,0,0,0,0.56222,0.0495,5.34035,29.69322,0.84731,0.74194,0.11676,4.09688,0,0,1.998,0.19915,0.05328,0,0.18847,0.28841,0.24675,0.76022,0.47915,0.10886,0.06013,1,0.20405,0.28106,0.67996,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2017-08-06","Harbinger","Currency",1,0.0321,0.05983,1,350,100,0,0,150,0.17236,0.05688,5,41.07667,0.56995,0.40717,0.06204,2.82,8.97368,0,2,0.16389,0.0382,3.32258,0.09645,0.09832,0.25371,0.64591,0.32176,0.04088,0.02333,1,0.01312,0.18133,0.36146,4.35161,0.67446,1,2,4.16129,80.14706,0.33602,0.99355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2017-08-07","Harbinger","Currency",1,0.02704,0.04911,0.97789,350,94.47959,60,0,149.46,0.18507,0.07259,5.53596,48.5306,0.68206,0.33333,0.07612,3,7.99474,0,2.42105,0.21703,0.04611,3,0.06911,0.09454,0.32528,0.88208,0.38035,0.03502,0.02111,1,0.00867,0.26972,0.51857,4.70982,0.5,1,2.59094,4.3193,0,0.30781,1,0.49091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2017-08-08","Harbinger","Currency",1,0.02575,0.04861,0.9976,342.924,91.22917,126.66667,0,130.406,0.22089,0.08606,6.26647,51.5515,0.66667,0.35194,0.09356,3,8.213,0,3,0.27403,0.05204,3,0.06038,0.1,0.3812,1,0.49454,0.03358,0.02153,1.0615,0.00817,0.32274,0.58996,5.698,0.48067,0.82904,2.98067,4,194.41818,0.25,1,0.20727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2017-08-09","Harbinger","Currency",1,0.02463,0.04405,0.98713,290.926,75.452,113.07872,200,79.25,0.25637,0.0911,6.74933,49.6375,0.74188,0.35498,0.09969,3,8.3656,0,3,0.30407,0.05263,3,0.04649,0.10527,0.41118,1,0.5,0.03191,0.02288,1.02425,0.00798,0.32261,0.59309,6,0.41067,0.5105,2.5,4,175.03,0.25,0.6448,0.05178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2017-08-10","Harbinger","Currency",1.0209,0.02304,0.03955,0.8463,301.076,76.06,86.736,186.88182,45.276,0.28813,0.09287,6.9281,47.07745,0.87303,0.39899,0.10829,3,7.98273,0,3,0.33729,0.05531,3.091,0.04005,0.1121,0.44463,1,0.5,0.02819,0.02268,1.01339,0.00776,0.32856,0.62312,6.4594,0.47967,0.5,2.5,4,167.93,0.25,0.5,0.02591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2017-08-11","Harbinger","Currency",1.05756,0.02049,0.03863,0.6891,265.10784,64.81765,65.44706,126.4,26.67255,0.30275,0.0939,7,44.96863,0.9091,0.39957,0.11111,3,6.95085,0,3,0.35333,0.05852,3.20229,0.03367,0.11164,0.45455,1,0.5,0.02861,0.02192,1,0.00735,0.33328,0.63746,6.05392,0.41634,0.5,2.5,4,160.42549,0.25,0.5,0.02238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2017-08-12","Harbinger","Currency",1.14493,0.01853,0.03892,0.61128,304.028,62.532,58.822,170.89184,18.478,0.32202,0.09239,7,41.27733,0.83446,0.34828,0.11111,2.94926,6.03733,0,3.25,0.34639,0.05895,3,0.02877,0.11111,0.45878,1,0.5,0.02709,0.02163,0.99007,0.00739,0.33333,0.68998,6,0.33333,0.5,2.04567,4,141.156,0.26167,0.5,0.02092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2017-08-13","Harbinger","Currency",1.23604,0.01856,0.03902,0.58548,363.08846,47.83269,45.23269,133.55577,12.73462,0.32261,0.09073,7,39.48881,0.80835,0.33333,0.11111,2.54907,6,0,4,0.35482,0.05882,3,0.02928,0.11113,0.45362,1,0.5,0.02525,0.0212,0.94144,0.00754,0.32863,0.71429,5.52019,0.39574,0.49388,2,3.27971,144.46154,0.29969,0.5,0.02226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2017-08-14","Harbinger","Currency",1.05663,0.01818,0.03986,0.60938,396.09,37.716,39.738,84.426,8.826,0.32258,0.08925,6.92777,38.4734,0.75161,0.33333,0.11033,2.49914,5.91126,0,4,0.35712,0.05813,3,0.02803,0.11111,0.44006,1,0.49831,0.025,0.0202,0.90486,0.00689,0.32258,0.71429,4.96,0.462,0.43494,2,3,137.28,0.28354,0.48858,0.02361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2017-08-15","Harbinger","Currency",1.00327,0.01767,0.03864,0.60264,385.80816,33.03673,34.04286,110.44898,7.94694,0.32258,0.08853,6.99735,38.81929,0.76072,0.32469,0.10871,2.5,5.27159,0,3.97771,0.35714,0.05715,3,0.02763,0.11111,0.44391,1,0.4832,0.02478,0.01957,0.89562,0.00647,0.317,0.71429,4.87551,0.5,0.36989,2,3.17714,138.6102,0.2525,0.46278,0.02126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-08-16","Harbinger","Currency",1.00176,0.01631,0.03669,0.53263,385.80784,26.19804,31.32353,105.82549,6.9549,0.32258,0.08813,7,38.84739,0.79383,0.31701,0.10934,2.5,5,0,3.80571,0.35714,0.05729,3,0.025,0.11111,0.45067,1,0.4855,0.02248,0.01684,0.83865,0.00596,0.30655,0.71429,5.55627,0.5,0.36263,2,3.91843,140.95294,0.25482,0.4205,0.02116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-08-17","Harbinger","Currency",1,0.01521,0.03637,0.58486,378.884,19.627,22.032,101.44,6.286,0.32258,0.08756,7,40,0.76085,0.29672,0.11082,2.5,5,0,3.93249,0.35714,0.05863,3,0.02542,0.11142,0.45455,0.99947,0.4783,0.02211,0.01666,0.83333,0.00556,0.30222,0.71429,5.708,0.48917,0.40103,2,4,142.158,0.28485,0.4663,0.02208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-08-18","Harbinger","Currency",1,0.01472,0.03567,0.58816,391.276,15.292,18.424,86.608,5,0.32272,0.08716,7.0778,40.5621,0.72496,0.29602,0.11111,2.5,5,0,4,0.35714,0.05882,3,0.02567,0.11111,0.45455,0.99975,0.47758,0.02125,0.01645,0.814,0.00537,0.29913,0.71429,5,0.49909,0.39405,2,4,139.312,0.28386,0.45411,0.02145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-08-19","Harbinger","Currency",1,0.01411,0.0342,0.56244,420.65098,12.33922,16.80196,60.32549,4.86667,0.3252,0.08747,7.65046,40.85814,0.71774,0.28916,0.11111,2.47876,5,0,4,0.35406,0.05882,2.95686,0.02362,0.11111,0.46831,1,0.4776,0.0199,0.01663,0.8,0.00531,0.29749,0.7093,4.72549,0.44745,0.33784,2,3.6782,157.00392,0.27484,0.39501,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-08-20","Harbinger","Currency",1,0.01426,0.03371,0.50985,414.31837,11.3551,15.42653,55.01633,5,0.32314,0.08673,7.23041,40.30092,0.73251,0.27605,0.11121,2.2963,4.86497,0,3.81327,0.33642,0.05882,2.20898,0.02457,0.11156,0.47619,0.99766,0.47953,0.01949,0.01649,0.79845,0.00551,0.29133,0.68647,4.21524,0.35146,0.25,2,3,151.70816,0.25366,0.33333,0.02145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-08-21","Harbinger","Currency",1,0.01354,0.03333,0.53451,419.216,9.831,13.4,61.684,5,0.32336,0.08477,7.314,40,0.66875,0.2601,0.11332,2.2794,4.92787,0,4,0.31712,0.06007,2,0.02379,0.11133,0.47619,1,0.47965,0.0182,0.01643,0.77926,0.00522,0.28255,0.71242,4.266,0.33333,0.21295,2,3,163.634,0.25,0.33333,0.02036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-08-22","Harbinger","Currency",1,0.01328,0.03319,0.50157,428.502,8.44,11.232,56.006,4.898,0.32258,0.08248,8.229,40,0.66578,0.24911,0.11753,2.4994,4.6387,0,4,0.30145,0.0623,2,0.02261,0.11666,0.47836,1,0.48234,0.01804,0.0166,0.76923,0.00514,0.27364,0.71429,5,0.32923,0.1734,2,3.0106,170.468,0.25,0.3248,0.01996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-08-23","Harbinger","Currency",1,0.01308,0.03298,0.5,435.96327,7.96224,10,44.73878,4.27415,0.32255,0.08144,8.38156,40,0.74044,0.24959,0.11765,2.5,4.5,0,4,0.28494,0.0625,2,0.02489,0.11645,0.48135,0.99986,0.49225,0.0179,0.01554,0.7664,0.00531,0.26339,0.71429,5,0.29635,0.16141,2,3.30248,193.9898,0.25,0.30824,0.01998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2017-08-24","Harbinger","Currency",1,0.0125,0.03311,0.5,438.13922,7,8.71569,34.01961,4,0.32028,0.08037,8.90216,39.72693,0.75946,0.24915,0.11772,2.5,4.46867,0,4,0.27307,0.06254,2,0.02348,0.11762,0.48741,1,0.49509,0.01792,0.01641,0.7665,0.00518,0.26024,0.71404,5,0.32922,0.14297,2,3.26114,221.84314,0.25,0.28728,0.01984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2017-08-25","Harbinger","Currency",1,0.01257,0.03302,0.5,427.852,6.334,7.96,27.021,4,0.32164,0.08,9,38.99865,0.79202,0.24222,0.11835,2.498,4.07065,0,4,0.26241,0.0625,2,0.02378,0.12169,0.48869,1,0.5,0.01788,0.01595,0.76524,0.00535,0.25192,0.71429,5,0.31883,0.12772,2,3.22475,234.758,0.25,0.28603,0.01907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2017-08-26","Harbinger","Currency",1,0.01217,0.03231,0.5,428.518,5,6.968,24.792,4,0.32551,0.08,9,37.81173,0.80063,0.22367,0.11772,2.5,4.0072,0,4,0.25428,0.06268,2,0.02255,0.12439,0.48822,1,0.5,0.01807,0.01661,0.75862,0.00546,0.25008,0.65112,5,0.29183,0.11633,2,3.87102,232.348,0.24401,0.28562,0.01899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2017-08-27","Harbinger","Currency",1,0.01101,0.03058,0.49796,431.48163,5,5.0551,21.74082,4,0.33327,0.0804,8.99592,36.58102,0.82816,0.22003,0.11765,2.50939,4,0,4,0.25,0.0635,2,0.02226,0.125,0.48645,1,0.5,0.01711,0.01584,0.74756,0.00515,0.25,0.67811,5,0.33333,0.10108,2,3.68762,215.13673,0.21989,0.2736,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
