"Day","Date","League","Type","Aberrant.Fossil","Aetheric.Fossil","Bloodstained.Fossil","Bound.Fossil","Corroded.Fossil","Dense.Fossil","Enchanted.Fossil","Encrusted.Fossil","Faceted.Fossil","Fractured.Fossil.","Frigid.Fossil","Gilded.Fossil","Glyphic.Fossil","Hollow.Fossil","Jagged.Fossil","Lucent.Fossil","Metallic.Fossil","Perfect.Fossil","Prismatic.Fossil","Pristine.Fossil","Sanctified.Fossil","Scorched.Fossil","Serrated.Fossil","Shuddering.Fossil","Tangled.Fossil","Fractured.Fossil"
1,"2018-12-07","Betrayal HC","Fossil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2,"2018-12-08","Betrayal HC","Fossil",1,2.766,0,1.60727,1.49,2,2.645,9.55,0,0,1,15.5,0,0,1,2,1,1.19375,3,2,0,1,1,3.81,0,NA
3,"2018-12-09","Betrayal HC","Fossil",0.98,2,0,1.27,1,1.98513,1.66,9,0,0,0.86326,7.39,0,168.6,1,2,1,1.877,2,2,3.25375,1.38929,1,2,0,NA
4,"2018-12-10","Betrayal HC","Fossil",1,2,0,2,1,3,1.41963,5.97,0,0,1,3,0,187.5,1,2,2,1.99,2,2,3,1,1,2,50,NA
5,"2018-12-11","Betrayal HC","Fossil",1,2.62286,0,2,1,4,1,4,50,0,1,3.96955,0,190.925,1,1.16,2,2.93,2,2,3,1,1,2,50,NA
6,"2018-12-12","Betrayal HC","Fossil",1,3,0,2,1,4,1,4,28.28,0,1,4.99,40,190,1,1,4,3,2,3,3,1,1,2.4301,45.5,NA
7,"2018-12-13","Betrayal HC","Fossil",0.4351,3,120,2,1,4,2,4,58.02,0,0.5602,4,35.5,181.74,0.9302,1,4,3.67857,1.98041,3,3.62,0.9702,0.98531,2.6451,50,NA
8,"2018-12-14","Betrayal HC","Fossil",0.46041,3,127.08,2,2,4,2,3,60,92.96,0.60133,3,26,161.34333,0.86,1,4,3,2,3,4.07,1,0.9801,2.0001,50,NA
9,"2018-12-15","Betrayal HC","Fossil",0.44,3,126.22,2,2,4,2,3,505,82,0.7,2.79,26.11,110.94,0.87,1,4,3,2,4,4.97818,0.95,0.94,2.75694,50.5,NA
10,"2018-12-16","Betrayal HC","Fossil",0.44,3,150.125,2,1,5,2,2.84,454.5,103.425,0.66061,3,20.7,131.25,0.44,0.93,3.73276,3,1.5,4,4.11171,0.5,0.88,3,42,NA
11,"2018-12-17","Betrayal HC","Fossil",0.44,4,148.5,3,1,5,2,3,148.5,99,0.5151,3.92,21.5,115.78,0.45,1,4,3,1.5051,4,5,0.91,0.9,3,36.76,NA
12,"2018-12-18","Betrayal HC","Fossil",0.41,4,139.53,2,1,5,1.23571,3,121.75,99,0.6351,4.5,32.7875,100,0.47,0.94,3,3,1,4,5,0.82041,0.61041,3,34.07,NA
13,"2018-12-19","Betrayal HC","Fossil",0.3651,3,147.5,2,1,5,2,3,99.962,89.47533,0.4751,4.83161,38.299,99.405,0.3951,0.86,4,3,1,4,5,0.5,0.65531,3,30,NA
14,"2018-12-20","Betrayal HC","Fossil",0.4401,3,148.47857,2,0.5,5,2,3,98.93,78.86,0.62061,4,44,85,0.47,1,4,2.5,1,4,6,0.50092,0.9,4,23.66,NA
15,"2018-12-21","Betrayal HC","Fossil",0.43,3,145.5,2,0.5,5,2,2,97,59.59,0.61531,4.6013,45,75,0.44,0.9951,3,2,1,3.5,6,0.83551,0.9451,3.53061,19,NA
16,"2018-12-22","Betrayal HC","Fossil",0.4251,2.17571,109.55,2,0.48,5,2,2,90,59.59,0.76,5,41,69.31,0.43,0.96082,3,2,1,3,6,0.5,0.8751,3,15,NA
17,"2018-12-23","Betrayal HC","Fossil",0.42,2,75.2975,2,0.44,5,2,2,80,50,0.74,4,42.12,68,0.41,0.84,3,2,1,3,6,0.5,0.84,3,14,NA
18,"2018-12-24","Betrayal HC","Fossil",0.4,2,74.56,1.98041,0.4,5,2,1,80,50,0.79,4,42.77,62.12,0.4,0.8951,3,2,1,3,7,0.5,0.72592,3,10,NA
19,"2018-12-25","Betrayal HC","Fossil",0.39,2,96.23,1.5,0.39,5,2,1,80,51.05,0.78,4,44.01,60,0.39,0.4701,3,1.5,1,3,8,0.5,0.4501,3,10,NA
20,"2018-12-26","Betrayal HC","Fossil",0.37,2,93.67,1,0.41,5,2,1,60,62.26545,0.65,4.1902,40.13,60,0.39,0.5,3,1.5,1,3,8,0.46,0.4351,3,10,NA
21,"2018-12-27","Betrayal HC","Fossil",0.36,2,87.23,1,0.42,5,2,1,55,60.175,0.6601,5,41.4725,55.6725,0.36,0.44,3,1.5,1,3,8,0.42,0.45,3,10,NA
22,"2018-12-28","Betrayal HC","Fossil",0.36,2,96.6,1,0.4,5,2,1,56.85,62.72,0.68,4.96082,42.66,49.69545,0.36,0.49,3,1.5,1,3,7.18,0.4751,0.5,3,10,NA
23,"2018-12-29","Betrayal HC","Fossil",0.3301,2,92.64,1,0.4301,5,2,1,53.74111,56.9,0.5401,5,45.8625,45.76,0.37,0.5,3,1.12082,1,3.66102,8,0.59031,0.49,3,9.65,NA
24,"2018-12-30","Betrayal HC","Fossil",0.37,2,87.91,1,0.3751,5.17122,2.40551,1,61.8,64.33375,0.5,5,34.60412,48.45,0.37,0.5,3,1,1,3.44041,8,0.5,0.48,3,9,NA
25,"2018-12-31","Betrayal HC","Fossil",0.2801,2,80,1,0.37,5.8901,2.23092,1,46.5,72.6,0.4602,4,35.92938,49.15,0.37,0.49,3,1,1,3,8,0.48,0.48,3,8.08,NA
26,"2019-01-01","Betrayal HC","Fossil",0.37,2,75.91,1,0.37,6,2.77694,1,48.5,87.21,0.5,4,42.35,48,0.37,0.49,3,1,1,3,9,0.5,0.49,3,8.14,NA
27,"2019-01-02","Betrayal HC","Fossil",0.34,2,73.49,1,0.36,5.95051,2.5,1,49.847,121.54,0.4801,4,37.46615,50,0.36,0.49,3,1,1,3,10,0.5,0.3601,3,5.44,NA
28,"2019-01-03","Betrayal HC","Fossil",0.35,2,70.16,1,0.35,6,3,1,49.83,120,0.48,4,43.91,71.78,0.3451,0.5,3,1,1,3,10,0.4951,0.48,3,6,NA
29,"2019-01-04","Betrayal HC","Fossil",0.34,2,75,1,0.34,6,3,1,60,121.04,0.5,4,42.99,75.7,0.34,0.5,3,1,1,3,8.2102,0.5,0.3502,3,5.2756,NA
30,"2019-01-05","Betrayal HC","Fossil",0.33,2,199.23,1,0.33,5.57041,2.9901,1,68.82,123.10536,0.4601,4,40.37,95.81556,0.33,0.5,3,1,1,3.8102,9,0.5,0.4201,3,7.93,NA
31,"2019-01-06","Betrayal HC","Fossil",0.32,2,332.5,1,0.32,5.8202,3,1,67.805,114.155,0.3301,4,47.35,92.76,0.32,0.5,3,1,1,3.65041,9,0.5,0.3702,3,8,NA
32,"2019-01-07","Betrayal HC","Fossil",0.26,2,274.30318,1,0.32,5,3,1,108.31,96.95795,0.32,5,55,77.23,0.32,0.5,3,1,1,3.0251,9,0.5,0.48041,3,6.92,NA
33,"2019-01-08","Betrayal HC","Fossil",0.31,2,183.25235,1,0.31,5,3,1,108.08,80,0.5,5,55,70,0.3,0.5,3,1,1,3,9.62265,0.4902,0.4251,3,7,NA
34,"2019-01-09","Betrayal HC","Fossil",0.29,2,216.26182,1,0.3,5,3,1,117.17,78.55,0.5,4,49.33,80,0.3051,0.4802,3,1,1,3.5,9.97058,0.5,0.4751,3,7,NA
35,"2019-01-10","Betrayal HC","Fossil",0.29,2,220.66636,1,0.29,5,3,1,110.88188,75.85,0.4651,5,49.27429,85.76,0.29,0.5,3,1,1,3.1402,10,0.5,0.3302,3,6.82,NA
36,"2019-01-11","Betrayal HC","Fossil",0.29,2,235.98,1,0.36041,5.61551,3,1,106.02643,75.93263,0.5,5,43.17,84.53,0.3451,0.4851,3,1,1,3.4802,10,0.42061,0.3651,3,7,NA
37,"2019-01-12","Betrayal HC","Fossil",0.27,2,239.115,1,0.29,5.88551,3,1,122.97,70,0.5,4.89163,44.87,87.31,0.3,0.48041,3,1,1,3,10,0.5,0.5,3.6102,7,NA
38,"2019-01-13","Betrayal HC","Fossil",0.36,1,200,1,0.3351,5.55612,3,1,130.24375,79,0.5,5,42.81,81.80333,0.4651,0.5,3,1,1,3.24,11,0.5,0.5,3.49082,7,NA
39,"2019-01-14","Betrayal HC","Fossil",0.28,1,180.55,1,0.5,5.5,3,1,136.43,83.61,0.5,4.84,66.2,84.13529,0.32551,0.5,3,1,1,3.5,11,0.5,0.5,3.0102,7,NA
40,"2019-01-15","Betrayal HC","Fossil",0.29,1,157.98,1,0.4351,5.5,3,1,139.91,85.16,0.5,4,63.58,79.51875,0.34592,0.5,3,1,1,3.0151,12,0.5,0.5,3,6.56,NA
41,"2019-01-16","Betrayal HC","Fossil",0.29,1,159.49,1,0.4151,5.12082,3,1,137.59,80.83318,0.5,4,69.769,79.99,0.3,0.5,3,1,1,3.4902,12,0.5,0.5,3,5,NA
42,"2019-01-17","Betrayal HC","Fossil",0.3251,1.16082,141.30346,1,0.3251,5.47061,3,1,128.44,80.49,0.5,4,69.46083,80.49,0.32122,0.5,3.31531,1,1,3,12,0.5,0.48531,3,7.05,NA
43,"2019-01-18","Betrayal HC","Fossil",0.45031,1.4,123.71,1,0.44,5.5,3,1,128.81,119.84,0.5,4,69.54,80.98,0.5,0.49,4,1,1,3.55041,12,0.5,0.5,3,7,NA
44,"2019-01-19","Betrayal HC","Fossil",0.29,2,120.72393,1,0.3451,5.5,3,1,132.89071,120.52875,0.5,4,69.8,81.50143,0.4851,0.5,3.2402,1,1,3.5,12,0.5,0.5,3,7,NA
45,"2019-01-20","Betrayal HC","Fossil",0.2601,1.61061,102.24,1,0.4601,5.42082,3,1,131.86,145.59,0.5,5,70.67,78.03,0.5,0.47,3.54153,1,1,4,10,0.49,0.5,3,6.32,NA
46,"2019-01-21","Betrayal HC","Fossil",0.28031,1,115.58,1,0.48,5.2702,3,1,129.05,198.82,0.5,5,86.11115,92.92,0.3401,0.33,3,1,1,4,10.7101,0.3802,0.5,3,6,NA
47,"2019-01-22","Betrayal HC","Fossil",0.23,1,94.96789,1,0.23,5.46551,3,1,136.37643,261.33444,0.5,4,87.05538,96.87179,0.34143,0.5,3.56122,1,1,4,11,0.5,0.5,3,6,NA
48,"2019-01-23","Betrayal HC","Fossil",0.22,1,111.58,1,0.24,5.5,3,1,171.08,268.265,0.5,4.99,86.9,98.95,0.33,0.46531,3.80531,1,1,3.55531,11,0.5,0.5,3.5,6,NA
49,"2019-01-24","Betrayal HC","Fossil",0.2701,1,111.85,1,0.4301,5.76031,3,0.59,167.12,248.84,0.5,4.85,85,100,0.5,0.47,3,1,1,4,11.30694,0.4801,0.4701,4,6,NA
50,"2019-01-25","Betrayal HC","Fossil",0.40031,1,112.66,1,0.5,6,3.5,0.63,183.28643,265.7415,0.5,4.5,85.59,100,0.41,0.5,4,1,1,4,12,0.5,0.49,4,6,NA
51,"2019-01-26","Betrayal HC","Fossil",0.37,1.30571,104.77,1,0.5,5.97551,3.43,0.77,185.35,265.35889,0.5,4.90757,73.22139,100,0.5,0.5,3.2951,1,1,4,13,0.5,0.5,4,6,NA
52,"2019-01-27","Betrayal HC","Fossil",0.39,1.6802,97.84,1,0.4,5.6202,3.6451,0.68041,178.75,255.792,0.5,5,72.23,128.97857,0.5,0.5,4,1,1,4,12,0.5,0.97531,4,6,NA
53,"2019-01-28","Betrayal HC","Fossil",0.23612,1,99.084,1,0.5,7,2.83,0.5,179.67538,198.18,0.45,4.50125,77.45,111.78786,0.5,0.5,4,1,1,4,12,0.5,0.5,4,6,NA
54,"2019-01-29","Betrayal HC","Fossil",0.21051,1.61,120.61,1,0.35031,7.40051,3.6801,0.58,181.96885,197.47222,0.5,5.13,77.55,165.28,0.28,0.5,4,1,1,4.50082,12.37886,0.5,0.9601,4,6,NA
55,"2019-01-30","Betrayal HC","Fossil",0.5,2,119.44,1,0.5,7,3.7402,0.76531,171.8,193.65917,0.5,5,78.45333,185.69,0.3151,0.47,4,1,1,5,12,0.4951,1,5,6,NA
56,"2019-01-31","Betrayal HC","Fossil",0.18,2,137.27,1,0.5,7,3.46,1,170,214.28,0.5,5.35,70,197.04,0.5,0.5,4,1,1,4.27633,13.35344,0.3851,0.8602,5,6,NA
57,"2019-02-01","Betrayal HC","Fossil",0.2,1.91,198.032,1,0.3,7,4.40551,1,178.00231,246.1,0.5,5.51,65.86357,185.09,0.3951,0.5,3,1,1,4.57143,14,0.5,1,4,7.65,NA
58,"2019-02-02","Betrayal HC","Fossil",0.3102,2,232.9,1,0.5,7,4.35071,1,172.58,259.79667,0.5,6,64.4,173.32,0.5,0.5,4,1,1,4.5,13.92381,0.5,0.5,4,7.39,NA
59,"2019-02-03","Betrayal HC","Fossil",0.3602,2,234.32071,1,0.4451,6.88061,4.79,1,110.21706,259.05583,0.5,5,64.43,158.80938,0.5,0.5,4,1,1,4,14.9,0.5,0.8002,4,10.1,NA
60,"2019-02-04","Betrayal HC","Fossil",0.4,2,176.89,1,0.43143,7,5,0.84,125.16,268.50857,0.53,5,68.72,168.775,0.29224,0.5,4,1,1,4,15,0.5,1,4.70673,10.1,NA
61,"2019-02-05","Betrayal HC","Fossil",0.17,1.8551,161.22,1,0.5,7,5,0.5,122.63692,260.5575,0.5,5,70,172.54571,0.5,0.44,4,1,1,4,14,0.5,0.9951,4.38102,9.45,NA
62,"2019-02-06","Betrayal HC","Fossil",0.32,2,144.18,1,0.46,7,5,0.5,126.62,255.54,0.5,5,69.66,170.44,0.46,0.3701,4,1,1,4,15,0.5,0.74,4,9.45,NA
63,"2019-02-07","Betrayal HC","Fossil",0.3801,2,161.56,1,0.16,7,4.61031,0.5,119.58,237.07,0.5,4.49,70,163.98,0.33,0.38,4,1,1,4,14.0002,0.5,0.9802,4,9,NA
64,"2019-02-08","Betrayal HC","Fossil",0.5,1.9502,163.27556,1,0.4802,7,5,0.5,119.55,240.2775,0.44061,4.68704,70,165.812,0.5,0.18,4,1.29051,1,4,14.31082,0.4802,1,4.49,9,NA
65,"2019-02-09","Betrayal HC","Fossil",0.5,1.69531,161.79,1,0.47,7.06,4.7551,0.5,119.43967,232.79,0.5,4.68,65.12,163.96,0.5,0.17,4,1,1,4.07653,14,0.4302,0.97,4.68531,9.71,NA
66,"2019-02-10","Betrayal HC","Fossil",0.4302,1.8902,146.06,1,0.5,7,5,0.5,107.87,234.68667,0.27,4.72,55,161.98,0.35,0.4,4,1,1,4,14,0.22,0.8351,4,9.71,NA
67,"2019-02-11","Betrayal HC","Fossil",0.26,1.5,127.29,1,0.5,7.1,4.17,0.5,100.36,264.0325,0.25,4.37,52.2,157.14,0.3,0.2,4,1,1,4,13.27,0.5,0.43,4,9.71,NA
68,"2019-02-12","Betrayal HC","Fossil",0.34,1.5,143.55364,1,0.39,7,4,0.5,110,238.22,0.45,5,55.43,155,0.3,0.2,4,1,1,4,12,0.5,0.5,4,10.32,NA
69,"2019-02-13","Betrayal HC","Fossil",0.18,1.5,139.55,1,0.18,7.56,4,0.5,95.36,232.47,0.46,4.43,54.92,147.37,0.25,0.19,3.98,1,1,4,12,0.5,0.40505,4,10.32,NA
70,"2019-02-14","Betrayal HC","Fossil",0.18,1.5,139.55,1.94,0.46,8,4,0.5,92.33,234.48,0.25,4.54,40,148.08,0.31515,0.18,4,1.15,1,4,12,0.5,0.76,4,9.43,NA
71,"2019-02-15","Betrayal HC","Fossil",0.5,1.26515,139.55,1.44,0.5,8,4.5,0.5,113.42,235.5,0.42,4.69,40,148.41,0.27,0.19,4,1,1.76,4.69,12,0.5,1,4,9.43,NA
72,"2019-02-16","Betrayal HC","Fossil",0.19,1.5,118.95,1,0.41,7.51025,4.02005,0.5,120,234.45,0.55,5,40,146.6,0.41,0.2,4,1,1.97015,5,12,0.5,1,4,8.8,NA
73,"2019-02-17","Betrayal HC","Fossil",0.29061,1.5,131.06,1,0.2401,7,4.59515,0.5,110.89,226.61,0.59,5,40,148.84,0.48515,0.22,4,1.32,1.69,4.09505,12,0.47,1,4,8.8,NA
74,"2019-02-18","Betrayal HC","Fossil",0.23,2,128.27,1.74,0.24,7,4,0.5,106.88,219.07,0.62,4.34,40,92.38,0.23,0.23,3,1.5,1,4.05,12,0.49,1,3.84,8.82,NA
75,"2019-02-19","Betrayal HC","Fossil",0.35,2,126.07,1.5,0.5,6.44,4,0.51,106.8,218.4,0.56,4,36.93,146.79,0.2,0.5,3.82,1.31,1,4.35,12,0.5,1,4,8.82,NA
76,"2019-02-20","Betrayal HC","Fossil",0.46,1.98,126.07,1,0.44,6.88,4,0.6,108.25813,218.4,0.50005,4.71,36.93,130.514,0.47,0.5,3.38,1.5,1.77,4.53,12,0.48,1,3.63,8.82,NA
77,"2019-02-21","Betrayal HC","Fossil",0.5,2,123.16,1.6,0.46,7,4,0.59,95.78389,217.14,1,5,44.7,121.913,0.45,0.5,3.45,1.5,1.64606,5,12,0.5,1,4,8.82,NA
78,"2019-02-22","Betrayal HC","Fossil",0.5,1.99,123.16,1.97116,0.43,7.72,4,0.69681,96.04,233.82,1,5,60,51.52,0.4,0.5,3.01515,1.5,1,4.4501,12,0.5,1,3,8.82,NA
79,"2019-02-23","Betrayal HC","Fossil",0.5,2,113.70833,1.9,0.47,7,4,0.89,93.98,232.47,0.87,5,60,52,0.41,0.5,3,1.5,1,4,10.79,0.5,1,3,8.85,NA
80,"2019-02-24","Betrayal HC","Fossil",0.36,2,96.34,2,0.43,7,4,1,93.77,200.18,0.91505,5,60,60.37,0.45,0.5,3,1.5,1.3102,4,10.97,0.5,0.75,3.08,8.85,NA
81,"2019-02-25","Betrayal HC","Fossil",0.43,2,96.18125,2,0.38,7,4.26177,1,92.19786,194.11,1,5,61.87,76.41,0.48,0.5,3.08,1.5,1.5,4.79,11.05,0.5,0.86,3.12,8.85,NA
82,"2019-02-26","Betrayal HC","Fossil",0.35,2,95.8,2,0.37,7,4,1,91.98,194.38,0.8,5,63.59625,78.118,0.43,0.5,3.15,1,1.5,4.16525,11.38,0.5,1,3.09,8.85,NA
83,"2019-02-27","Betrayal HC","Fossil",0.22,1.04,93.65,1.46,0.44,7,1.9,1,108.22,196.05,0.69,5,63.84,79.08,0.37,0.71,3.04,0.92,1,5,11.31,0.5,1,3.14,8.85,NA
84,"2019-02-28","Betrayal HC","Fossil",0.19,1,163.295,1,0.19,8,3.29035,1,108.22,196.151,0.81,5,63.9,79.283,0.36,0.7,3,1.01,1,6.32,11.27,0.46,1,3.33,19.99,NA
85,"2019-03-01","Betrayal HC","Fossil",0.39,1,161.01,1,0.24,7,3,1,125.21,162.02,0.81,5,61.82,78.34,0.37,0.86,3,1.08,1,6,11.38,0.5,1,3.66,15.13,NA
86,"2019-03-02","Betrayal HC","Fossil",0.5,1,163.57,1,0.2,7,3,1,125.21,199.57455,1,5,63.89875,79.41,0.38,0.75,3,1.09,1,5.54,11.38,0.5,1,3,32.98,NA
87,"2019-03-03","Betrayal HC","Fossil",0.5,1,164.7,1,0.2,7,3,1,125.21,198.71,1,5,64.04,77.05,0.37,0.66,3,1.4,1,5.68,11.41,0.5,1,3.09,32.98,NA
88,"2019-03-04","Betrayal HC","Fossil",0.5,1,165.44,1,0.2,7.19,3,1,125.21,198.87,1,5,64.12,77.33,0.39,0.63,3,1.41,1.16,5.19,11.52,0.5,1,3.5,32.98,NA
89,"2019-03-05","Betrayal HC","Fossil",0.5,1,166.93,1,0.21,7.25,3,1,125.21,199.4,0.93,5,96.82,77.91,0.4,0.54,3,1.2,1.16,1.89,11.52,0.5,1,3.41,32.98,NA
1,"2019-09-06","Blight HC","Fossil",0,0,0,0,0,5,0,0,0,NA,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
2,"2019-09-07","Blight HC","Fossil",1,0.76,0,5.3,3,1.04782,3,0,0,NA,1,5,0,0,1,4.1,1,5,3,1,17,1,5,4,0,0
3,"2019-09-08","Blight HC","Fossil",1,3,81.9,8,3,1.46293,3,3.22,97.85,NA,1,5,0,0,1,3,1,4,3,2,13.5,1,5,3,0,0
4,"2019-09-09","Blight HC","Fossil",1,3,81.9,7.98226,6,2,2,3,110.32,NA,1,4.77778,75,170.25,1,2.5,1,4,3,2,10,1,5.43,3,56.26,226.12
5,"2019-09-10","Blight HC","Fossil",1,3,110.07,7,6,2.7903,2,3,101.58,NA,1,5.016,75.54,134.32,1,2.98,1,4,3,3,9,1,7,3,60.24,239.56
6,"2019-09-11","Blight HC","Fossil",1,3,324.47,7,6,3,2,3,99.39,NA,1,8,75.54,103.6575,1,3,1,5,3,4.07449,9,1,7,3,63.51,216.63
7,"2019-09-12","Blight HC","Fossil",1,4,178.71143,7,6,3,2,3,99.18,NA,1,8,74.39,71.95,1,2,1,5,3,5,9,1,9.37862,4,69.7,221.67
8,"2019-09-13","Blight HC","Fossil",1,3,144.76,8,6,3,2.54231,3,96.01,NA,1,7,68.58,75.46,1,2,1,6,3,5,10,1,12,4,30.14875,213.45
9,"2019-09-14","Blight HC","Fossil",1,3,147,8,5,3,2,3,96.23,NA,0.93005,7,65.4,76.26,1,2,1,5,2,5,15.17518,0.95015,12,4,36.582,161.794
10,"2019-09-15","Blight HC","Fossil",1,3,135.49,8,5,3,2,3,85.2,NA,1,7,60,64.12,1,1,1,5,2,5,17,1,11,4,50,179.0375
11,"2019-09-16","Blight HC","Fossil",1,4,142.02,8,5,3,2,2,82.67,NA,1,5.81,49.34,73.01,1,1,1,5,2,5,14,1,9,5,35.13,177.52
12,"2019-09-17","Blight HC","Fossil",1,4,140,8,4.5,3,2.25,2,59,NA,1,5,40,73.722,1,1,1,5,2,5,12,0.88,9,5,30,184.2375
13,"2019-09-18","Blight HC","Fossil",1,4,140.42036,8,4,3,2.18,2,59.25,NA,1,5,40,75.855,1,1,1,5,2,5,10,0.89,9,5,30,179.4
14,"2019-09-19","Blight HC","Fossil",1,4,141.96,8,4,3,3,2,60,NA,1,4.63045,40,78.34769,1,1,1,5,2,5,11.54,0.87,9.97203,5,30,155.98273
15,"2019-09-20","Blight HC","Fossil",1,4,123.03,9,4,3,3,2.06,59.38875,NA,1,5,37.57,75.18,1,1,1,5,2,5,11.35283,1,10,5,25,156.53429
16,"2019-09-21","Blight HC","Fossil",1,4,118.96818,9,4,3,3,2.72,77.21278,NA,1,4.32,35.69,75.18,1,1,1,5,2,5,11.96,0.9,10.18,5,24,89.25
17,"2019-09-22","Blight HC","Fossil",1,4,96.0181,9,4,4,3,3,80.51773,NA,1,5,38.17,70.08,1,1,1,5,3,5,13.13021,1,11.47,5,22.68,83.2925
18,"2019-09-23","Blight HC","Fossil",1,4,100.84,9,4,4,3,3,81.49,NA,1,5,37.45,71.59,1,1,1,5,3,5,13,1,12,5,19.5,80.62
19,"2019-09-24","Blight HC","Fossil",1,4,83.6868,9,4,4,3,3,90,NA,1,5,37.45,72.47,1,1,1,5,2,5.39505,13,1,12.73462,5,18,81.41
20,"2019-09-25","Blight HC","Fossil",1,4,78.23,9,3.81,4,3,3,89.78,NA,1,5,33.09,70.64,1,1,1,5,2,5,13,1,12,5,15,75.54652
21,"2019-09-26","Blight HC","Fossil",1,4,74.62,9,3,4,2.60061,3,88.72,NA,1,5,32.20714,69.5,1,1,1,5,2,5,12.94,0.99,12,5,15,70
22,"2019-09-27","Blight HC","Fossil",1,4,80.99,9,3,4,2,3,76.31,NA,1,5,20,60,1,1,1,5,2,5,13,0.80566,12,5,14.41,55.42
23,"2019-09-28","Blight HC","Fossil",1,4,90,9,3,5,2.22,2.5,76.2,NA,1,5,20,60,1,1,1,5,2,6,13.25,0.5,13,5,14,75
24,"2019-09-29","Blight HC","Fossil",1,4,84.24,9,3,4,3,2,69.3,NA,1,5,20.83,60,0.98,1,1,5,2,6,14,0.37,13,5,14,83.76
25,"2019-09-30","Blight HC","Fossil",1,4,70,9,3,4,3,2,65,NA,1,5,20,60,0.97,1,1,4.62879,2,5.61,14,0.47,13,5,12.12,87.24059
26,"2019-10-01","Blight HC","Fossil",1,4,70,9,3,4,3,2,65,NA,1,5,20,60,1,1,1,5,2,5,13,0.48,14,5,10.03,81.49
27,"2019-10-02","Blight HC","Fossil",1,4,61.14148,9,3,4,3,2,65,NA,1,5,24.24,65.15,1,1,1,5,2,5,13,0.49,14.46909,5,11.82,81.013
28,"2019-10-03","Blight HC","Fossil",1,4,60,9,3,4,3,2,65,NA,1,5,26.48,77.41,1,1.14,1,5,2,5,12.09113,0.49,15,5,11.88,81.19182
29,"2019-10-04","Blight HC","Fossil",1,4,52.12,8,4,4,3,2,69.07,NA,1,5,27.77333,81,1,1.42,1,5,2,5,14.58,0.46,15,5,11.77,81
30,"2019-10-05","Blight HC","Fossil",0.99,4,52.38,8,4,4,3,2,70.69,NA,1,5,81.2225,81.20773,1,1.03,1,5,2,5,14.3,0.48,15,6,12,81.21111
31,"2019-10-06","Blight HC","Fossil",0.99,3,50,8.4604,4,4,3,2,75.23,NA,1,5,81.16,80.79,1.33,2,1,5,2,5,15,0.5,15,6,11.9,81.06
32,"2019-10-07","Blight HC","Fossil",1,3,50,8,4,4,4,2,75.23,NA,1,5,76.93,80.89778,1,2,1,5,2,5,14,0.5,15,6,11.79,81.16
33,"2019-10-08","Blight HC","Fossil",1,3,50,8,4,5,4,2,76.78,NA,1,5.14,76.86,88.84444,1,1.4,1,5,2,5,15,0.5,15,6,11.69,81.27833
34,"2019-10-09","Blight HC","Fossil",1,3,40,8,4,5,4,2,67.8,NA,1,6,80.15,90,1,1.88,1,5,2,5,16,0.5,14,5,12,129.03
35,"2019-10-10","Blight HC","Fossil",1,3,40,8,4,5,4,2,65.41,NA,1,5.64,82.48,82.92,1,1,1,5,2,5.5,15,0.5,14,5,12,121.01
36,"2019-10-11","Blight HC","Fossil",1,3,40,8,3.67505,5,4,2,71.2,NA,1,5.81,82.99,88.1,1,1,1,5,2,5.69,14,0.5,14.39,5,12,125.68
37,"2019-10-12","Blight HC","Fossil",1,3,40,8,4,5,4,2,71.2,NA,1,6,84.61,90,1,1.1,1,5,2,5,15,0.5,15,5,12.54,128.14
38,"2019-10-13","Blight HC","Fossil",1,3,36.27,8,3,5,4,2,75.15,NA,1,5.67,86.01,85.85,1,1,1,5,2,5,14,0.52,12,5,11.15,131.89
39,"2019-10-14","Blight HC","Fossil",0.85,2.92,35,8,4,5,4,2,75.23,NA,1,5,86.6,84.07,1,1,1,5,2,5.54005,13.128,0.53,11,5,10.31,101.15
40,"2019-10-15","Blight HC","Fossil",1,3,30,8,4,5,4,2,82.65154,NA,1,5,85.52,80,1,1,1,5,2,6,13,0.87,11,4.07,10.08,103.76688
41,"2019-10-16","Blight HC","Fossil",1,3,30,8,4,5,4,2,81.18571,NA,1,5,40,80,1,1,1,5,2,6,14,0.64,12,5,11.62,128.98
42,"2019-10-17","Blight HC","Fossil",0.6801,3.04,30,8,4,5,4.31,2,81.55,NA,1,5,88.545,79.07,1,1,1,5,2,6,14.36972,0.5701,12,5,15.06,124.35
43,"2019-10-18","Blight HC","Fossil",0.54,3,30,8,4,5,5,2,88.51,NA,1,5.06,90.5,73.91,1,1,1,5,2,6,15,0.54,12,5,15.06,123.32
44,"2019-10-19","Blight HC","Fossil",0.55,3,30,8,4,5,5,2,80.19,NA,1,5.27988,95.54,68.99,1,1,1,5,2,6.11303,15,0.54,12.47051,5,16.43,123
45,"2019-10-20","Blight HC","Fossil",0.9001,3,30,8,4,5,4,2,101.92,NA,1,5.655,99.27,73.11,1,1,1,5,2,6,15,0.63,13,4.8,16.31,117.98
46,"2019-10-21","Blight HC","Fossil",0.79005,3,29.35,8,4,5,4,2,98.83,NA,1,6,96.79,72.84,1,1,1,5,2,7,15,0.51,13,5,21.27,103.39
